env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,aux_loss,bisim_critic_loss,critic_loss,critic_grad_norm,actor_grad_norm
59937,,,1370,-198.8676,15.3933,,,,,,,,,,,
60000,,,,,,50,21,4,245.6059,103.636,30.8354,93.0115,-1.4236,2.2585,16.0057,0.7699
60000,-127.3799,137.3,,,,,,,,,,,,,,
60055,,,118,-127.3984,14.5967,,,,,,,,,,,
60198,,,143,-126.4406,15.9567,,,,,,,,,,,
60261,,,63,-116.5479,16.2273,,,,,,,,,,,
60414,,,153,-114.7313,15.912,,,,,,,,,,,
60500,,,,,,50,21,4,246.1267,92.6527,29.8907,80.3431,-0.6844,5.6523,35.6735,0.7448
60523,,,109,-98.319,15.9097,,,,,,,,,,,
60614,,,91,-97.7473,15.2733,,,,,,,,,,,
60672,,,58,-106.8054,15.1435,,,,,,,,,,,
60844,,,172,-127.6955,15.4307,,,,,,,,,,,
61000,,,,,,50,43,6,117.1621,30.5101,17.9133,20.884,-2.7114,2.4832,19.865,0.456
61114,,,270,-134.5575,16.1948,,,,,,,,,,,
61201,,,87,-112.2436,16.0966,,,,,,,,,,,
61343,,,142,-124.3604,16.2077,,,,,,,,,,,
61435,,,92,-113.3728,15.7536,,,,,,,,,,,
61500,,,,,,50,26,4,187.2542,37.445,20.969,27.0979,-1.5523,3.0868,39.4854,0.7486
61535,,,100,-114.3932,15.6862,,,,,,,,,,,
61641,,,106,-106.9865,15.276,,,,,,,,,,,
61873,,,232,-110.7518,16.2432,,,,,,,,,,,
62000,,,,,,50,28,5,161.416,58.0487,20.8592,48.1915,0.3278,1.9122,37.0981,0.459
62044,,,171,-108.9649,15.6667,,,,,,,,,,,
62174,,,130,-107.5676,16.201,,,,,,,,,,,
62360,,,186,-111.52,16.0277,,,,,,,,,,,
62482,,,122,-111.7988,15.7858,,,,,,,,,,,
62500,,,,,,50,26,4,190.8669,53.9297,18.4089,45.1614,-0.7637,2.4514,41.0887,0.6225
62563,,,81,-105.2373,15.0734,,,,,,,,,,,
62770,,,207,-110.8291,15.2184,,,,,,,,,,,
62869,,,99,-105.6524,15.2177,,,,,,,,,,,
63000,,,,,,50,25,4,211.5097,37.429,16.0122,28.1605,-2.3772,2.3871,23.8187,0.8425
63200,,,331,-147.4532,15.3825,,,,,,,,,,,
63289,,,89,-112.0479,15.1741,,,,,,,,,,,
63367,,,78,-114.787,15.1244,,,,,,,,,,,
63500,,,,,,50,25,4,185.6714,87.5618,17.566,78.4031,-0.892,5.9874,98.5708,0.722
63504,,,137,-114.7183,15.1691,,,,,,,,,,,
63624,,,120,-113.3136,15.1323,,,,,,,,,,,
63715,,,91,-103.1664,15.1743,,,,,,,,,,,
63842,,,127,-111.7566,15.9838,,,,,,,,,,,
64000,,,,,,50,23,4,242.1731,63.9294,21.6137,53.0939,-1.9775,3.4055,34.8419,1.4805
64044,,,202,-103.9581,15.32,,,,,,,,,,,
64181,,,137,-105.6288,15.4596,,,,,,,,,,,
64249,,,68,-105.0691,16.1445,,,,,,,,,,,
64463,,,214,-111.9897,15.1489,,,,,,,,,,,
64500,,,,,,50,23,3,211.6513,36.429,19.0505,28.9213,-1.6248,6.0955,46.1803,0.4715
64536,,,73,-111.1947,15.0355,,,,,,,,,,,
64603,,,67,-108.9204,15.1285,,,,,,,,,,,
64856,,,253,-150.5177,15.2165,,,,,,,,,,,
64997,,,141,-98.8858,15.2409,,,,,,,,,,,
65000,,,,,,50,23,3,226.6286,51.7942,14.9547,44.6263,0.1178,3.5922,26.5838,0.5242
65000,-98.7054,311.5,,,,,,,,,,,,,,
65157,,,160,-101.1689,13.7377,,,,,,,,,,,
65352,,,195,-98.8177,15.6145,,,,,,,,,,,
65442,,,90,-100.6332,15.0064,,,,,,,,,,,
65500,,,,,,50,23,4,227.4712,17.6992,18.2869,9.3206,-1.6347,5.6305,66.5438,1.1685
65524,,,82,-100.5956,15.1934,,,,,,,,,,,
65683,,,159,-94.841,15.6705,,,,,,,,,,,
65844,,,161,-90.8417,15.4761,,,,,,,,,,,
65989,,,145,-91.9538,15.0463,,,,,,,,,,,
66000,,,,,,50,24,4,212.6922,50.5752,30.9927,45.1991,-1.4094,6.2467,74.2666,0.7633
66081,,,92,-99.3451,15.0221,,,,,,,,,,,
66325,,,244,-96.0586,15.1827,,,,,,,,,,,
66500,,,,,,50,22,3,262.5265,90.1451,49.8335,83.0873,-2.7291,5.6063,47.5296,0.9371
66504,,,179,-88.7644,15.8805,,,,,,,,,,,
67000,,,,,,50,25,5,196.2376,49.7,15.4972,41.64,-0.3407,3.6877,56.4369,0.6057
67086,,,582,-73.5931,15.2097,,,,,,,,,,,
67419,,,333,-92.9182,15.3447,,,,,,,,,,,
67500,,,,,,50,22,3,249.4223,52.0425,19.307,45.2281,-1.1938,3.7049,38.6509,0.8596
68000,,,,,,50,23,3,225.2967,15.3161,10.2725,9.2834,-1.5731,6.4695,89.2744,0.9019
68228,,,809,-139.1239,15.585,,,,,,,,,,,
68500,,,,,,50,30,4,154.8885,47.7814,35.6413,44.7282,0.6377,3.2335,34.685,1.2569
69000,,,,,,50,39,6,125.5155,5.882,11.9317,3.5018,-0.5719,6.8175,59.1833,1.1275
69500,,,,,,50,30,5,161.0717,6.6953,8.714,5.2757,-1.1229,4.7501,65.4239,0.8437
69661,,,1433,-136.4285,15.5994,,,,,,,,,,,
70000,,,,,,50,33,5,147.3698,45.1361,28.7012,45.7774,-0.4595,7.7243,50.8917,1.3616
70000,-110.0106,855.4,,,,,,,,,,,,,,
70500,,,,,,50,24,3,209.2408,50.6261,18.7009,47.6171,-1.487,5.8895,69.9286,1.0571
70661,,,1000,-121.9985,14.5626,,,,,,,,,,,
70818,,,157,-121.6009,15.9246,,,,,,,,,,,
71000,,,,,,50,39,7,123.1762,2.0446,10.9695,3.1659,0.1693,10.826,100.7316,1.1361
71500,,,,,,50,27,4,176.1454,26.664,71.0255,25.754,-8.6274,5.1853,107.4056,0.6842
72000,,,,,,50,23,4,218.8312,61.2689,24.0209,64.4516,-0.7187,16.2166,81.4328,0.9413
72418,,,1600,-121.3491,15.3466,,,,,,,,,,,
72500,,,,,,50,33,5,143.3718,16.2081,16.6909,21.1257,-0.221,9.7165,135.1395,1.1062
73000,,,,,,50,45,8,112.0544,-3.6979,5.4096,1.8053,-1.86,4.8908,49.5356,1.112
73500,,,,,,50,44,8,111.9737,50.1417,62.4923,54.7485,-1.068,3.4953,51.5892,1.1607
73632,,,1214,-78.8387,15.4073,,,,,,,,,,,
73680,,,48,-114.7093,15.3016,,,,,,,,,,,
73829,,,149,-104.5731,15.1831,,,,,,,,,,,
73893,,,64,-109.1946,15.0861,,,,,,,,,,,
74000,,,,,,50,26,4,183.7315,57.3629,33.0046,63.2795,-2.0519,5.9808,81.276,0.8762
74038,,,145,-106.7227,15.1048,,,,,,,,,,,
74141,,,103,-111.7194,15.1131,,,,,,,,,,,
74337,,,196,-114.4565,15.0508,,,,,,,,,,,
74424,,,87,-111.363,15.9124,,,,,,,,,,,
74500,,,,,,50,22,4,280.3897,153.4098,77.5781,158.2399,-5.4033,5.6161,57.43,1.3273
74580,,,156,-106.7584,16.2439,,,,,,,,,,,
74684,,,104,-112.0333,16.1947,,,,,,,,,,,
74769,,,85,-111.0695,15.2871,,,,,,,,,,,
74841,,,72,-110.8727,15.2659,,,,,,,,,,,
74967,,,126,-109.9839,15.2789,,,,,,,,,,,
75000,,,,,,50,24,4,265.0352,117.9705,66.1803,120.3988,-5.8234,3.3092,49.9132,0.5242
75000,-109.226,76.4,,,,,,,,,,,,,,
75019,,,52,-111.3556,13.9259,,,,,,,,,,,
75194,,,175,-111.0489,15.1429,,,,,,,,,,,
75266,,,72,-112.0308,15.1081,,,,,,,,,,,
75477,,,211,-122.5794,15.1603,,,,,,,,,,,
75500,,,,,,50,28,4,176.7076,19.1946,9.2139,26.311,-4.1312,8.2045,62.0514,1.0584
75633,,,156,-112.6575,15.5846,,,,,,,,,,,
76000,,,,,,50,25,4,203.1979,36.6146,24.066,46.0491,-0.9958,7.6965,83.4627,1.2073
76373,,,740,-127.2346,15.8772,,,,,,,,,,,
76458,,,85,-105.9827,15.1842,,,,,,,,,,,
76500,,,,,,50,26,4,195.5061,32.4912,14.9869,41.7815,-1.4686,9.0533,100.8898,1.1224
76577,,,119,-110.3169,15.1923,,,,,,,,,,,
76655,,,78,-111.114,15.109,,,,,,,,,,,
76753,,,98,-114.3265,15.4166,,,,,,,,,,,
76832,,,79,-113.6821,15.6499,,,,,,,,,,,
76915,,,83,-113.0416,15.2564,,,,,,,,,,,
77000,,,,,,50,30,5,161.1117,-3.5363,7.1925,5.0769,-1.5108,6.1726,123.6599,1.1687
77060,,,145,-111.7701,15.1502,,,,,,,,,,,
77183,,,123,-111.1573,14.9859,,,,,,,,,,,
77321,,,138,-105.8969,15.3833,,,,,,,,,,,
77409,,,88,-107.8794,15.4072,,,,,,,,,,,
77448,,,39,-119.0064,15.0826,,,,,,,,,,,
77500,,,,,,50,31,5,167.9636,14.7582,16.2036,23.7121,-0.8178,13.0631,60.818,1.615
77525,,,77,-109.2274,15.2031,,,,,,,,,,,
77567,,,42,-111.6651,15.287,,,,,,,,,,,
77651,,,84,-110.5479,15.1856,,,,,,,,,,,
77781,,,130,-118.2365,15.2188,,,,,,,,,,,
77894,,,113,-105.9921,15.4767,,,,,,,,,,,
77981,,,87,-105.1848,15.8638,,,,,,,,,,,
78000,,,,,,50,31,4,157.0323,-2.4068,16.3769,5.1863,-1.906,16.1203,169.3197,1.7777
78053,,,72,-111.0215,15.2434,,,,,,,,,,,
78211,,,158,-113.0156,15.2367,,,,,,,,,,,
78319,,,108,-113.656,15.4175,,,,,,,,,,,
78394,,,75,-110.9866,16.1791,,,,,,,,,,,
78500,,,,,,50,23,3,272.4276,92.1724,174.3228,104.461,-3.711,9.248,118.209,1.3135
78528,,,134,-102.1752,15.9938,,,,,,,,,,,
78668,,,140,-108.4916,15.3483,,,,,,,,,,,
78813,,,145,-95.574,15.3371,,,,,,,,,,,
78911,,,98,-100.7876,15.286,,,,,,,,,,,
79000,,,,,,50,25,4,219.5029,114.8952,96.923,124.3337,-1.366,9.3039,85.6903,0.7997
79019,,,108,-108.9144,15.2977,,,,,,,,,,,
79171,,,152,-105.3636,15.1423,,,,,,,,,,,
79500,,,,,,50,25,4,228.804,43.6259,46.0406,54.918,-1.6915,6.5044,92.6798,1.5811
79518,,,347,-129.2094,15.6785,,,,,,,,,,,
79631,,,113,-106.5335,15.5863,,,,,,,,,,,
79817,,,186,-110.7684,15.2182,,,,,,,,,,,
79918,,,101,-108.583,15.2125,,,,,,,,,,,
80000,,,,,,50,24,4,211.7114,15.5124,69.1869,29.7638,-1.45,6.8201,163.683,1.1627
80000,-118.6296,591.3,,,,,,,,,,,,,,
80500,,,,,,50,27,3,199.0306,12.4726,29.0755,26.9393,-1.2895,13.569,125.3835,1.031
80544,,,626,-122.4723,14.4324,,,,,,,,,,,
80811,,,267,-113.0241,15.9504,,,,,,,,,,,
81000,,,,,,50,31,4,156.9714,6.2298,7.9692,21.6857,-0.8423,16.1681,121.3004,1.3686
81500,,,,,,50,23,3,238.4356,55.2247,28.9931,67.4413,0.9033,11.0162,101.6266,1.0099
81699,,,888,-162.083,15.5866,,,,,,,,,,,
81996,,,297,-132.4327,15.2987,,,,,,,,,,,
82000,,,,,,50,50,14,57.4207,-14.6305,9.0946,0.6936,-0.5367,20.4485,232.4642,1.9253
82298,,,302,-121.4908,15.5648,,,,,,,,,,,
82500,,,,,,50,27,4,197.271,-1.7563,271.0048,11.6764,-11.2606,11.498,236.1416,1.5566
83000,,,,,,50,50,13,57.5358,-11.7597,82.1025,1.5107,-8.7875,12.6887,114.1639,1.4291
83245,,,947,-132.5876,15.7235,,,,,,,,,,,
83500,,,,,,50,26,3,204.3773,46.8493,82.2969,58.2309,-1.3008,8.1969,158.5982,1.2788
83876,,,631,-148.4508,15.4077,,,,,,,,,,,
84000,,,,,,50,28,4,178.2104,32.7125,25.7554,46.2154,-1.2004,11.6293,98.2391,1.0828
84500,,,,,,50,27,3,193.9442,45.3207,22.2824,62.4849,-1.0037,10.3117,87.1609,1.948
84563,,,687,-142.5141,15.542,,,,,,,,,,,
85000,,,,,,50,31,5,171.7735,11.2619,23.7965,24.4499,-0.903,15.8322,109.8384,1.3612
85000,-139.0316,992.4,,,,,,,,,,,,,,
85500,,,,,,50,35,5,147.9564,4.1341,12.7796,21.9528,-0.6647,18.6628,136.3502,1.8659
85563,,,1000,-168.7581,14.4693,,,,,,,,,,,
85628,,,65,-110.2048,15.2076,,,,,,,,,,,
85851,,,223,-128.9352,15.22,,,,,,,,,,,
86000,,,,,,50,25,4,222.6765,37.0105,27.7358,52.873,-3.0294,9.4753,105.5073,1.8598
86068,,,217,-125.608,15.4109,,,,,,,,,,,
86500,,,,,,50,32,4,153.7685,4.1755,7.5601,22.4922,-0.8679,19.0689,159.8929,1.4116
87000,,,,,,50,27,4,191.3214,28.7059,24.7752,48.0267,-2.2193,6.2418,98.4605,0.9434
87500,,,,,,50,50,14,57.6643,-16.5288,7.6324,0.7221,-1.2783,12.2252,75.8656,1.4877
87668,,,1600,-136.0625,15.8015,,,,,,,,,,,
87711,,,43,-103.364,15.463,,,,,,,,,,,
88000,,,,,,50,34,4,160.7045,7.1616,13.5805,23.3905,-2.1982,12.4273,95.7536,0.7473
88143,,,432,-124.94,15.5703,,,,,,,,,,,
88336,,,193,-98.1885,15.5606,,,,,,,,,,,
88431,,,95,-115.669,15.1608,,,,,,,,,,,
88500,,,,,,50,24,3,261.5995,38.9159,132.0442,57.2722,-19.6058,10.1238,119.8365,1.3351
88606,,,175,-91.3686,15.1902,,,,,,,,,,,
88722,,,116,-105.2926,15.2473,,,,,,,,,,,
88767,,,45,-105.2605,15.0023,,,,,,,,,,,
88920,,,153,-100.3878,15.2629,,,,,,,,,,,
89000,,,,,,50,50,9,87.3645,23.5261,14.4141,39.1172,-1.2778,12.9021,96.7854,2.4108
89094,,,174,-86.3874,15.1791,,,,,,,,,,,
89239,,,145,-101.3837,15.2206,,,,,,,,,,,
89371,,,132,-101.4603,15.8639,,,,,,,,,,,
89500,,,,,,50,31,5,177.4848,-9.5481,17.5279,5.6348,-2.728,15.4154,186.5272,1.2947
90000,,,,,,50,36,5,140.234,-15.6816,12.6503,4.2471,-1.0961,11.4767,140.084,1.2017
90000,-144.8021,1158.1,,,,,,,,,,,,,,
90500,,,,,,50,30,4,168.7683,-14.9005,13.1488,5.6331,-1.4264,9.4264,104.9126,1.1169
90971,,,1600,-140.7687,15.0057,,,,,,,,,,,
91000,,,,,,50,26,4,208.1487,-10.068,25.973,8.6546,-2.0223,12.618,73.5304,1.5988
91129,,,158,-94.884,15.3003,,,,,,,,,,,
91414,,,285,-137.2277,15.3115,,,,,,,,,,,
91500,,,,,,50,26,4,228.4435,51.4563,20.3341,69.5616,-1.6284,19.9226,164.6787,1.4047
91858,,,444,-153.5014,15.8567,,,,,,,,,,,
92000,,,,,,50,30,4,160.8452,-17.314,30.2351,4.7751,-1.4933,10.314,113.7212,2.1748
92320,,,462,-115.612,15.4093,,,,,,,,,,,
92500,,,,,,50,33,4,153.9186,-13.1685,7.2962,4.8386,-1.0687,15.4465,138.4652,1.2195
92555,,,235,-121.3203,15.2799,,,,,,,,,,,
93000,,,,,,50,50,10,81.2779,-16.4125,15.0041,1.6515,-2.4247,26.1757,204.9211,2.2816
93500,,,,,,50,26,3,208.6635,-14.2742,62.2983,9.242,-12.85,10.1939,78.0474,1.2589
93516,,,961,-161.8782,15.5932,,,,,,,,,,,
94000,,,,,,50,28,4,193.5036,7.7162,13.5754,28.0644,-1.7656,19.7577,128.3245,1.3436
94025,,,509,-158.1357,15.122,,,,,,,,,,,
94201,,,176,-124.8739,15.082,,,,,,,,,,,
94500,,,,,,50,28,3,202.4445,-8.9118,42.3857,8.5942,-0.69,9.7736,103.9769,1.6606
95000,,,,,,50,23,2,268.4875,70.9419,50.9549,90.7974,-2.6285,14.6262,175.7542,1.125
95000,-159.1204,716.2,,,,,,,,,,,,,,
95500,,,,,,50,35,5,146.6827,2.0815,35.1117,25.5057,-1.0792,12.4992,118.4725,2.0949
95801,,,1600,-119.9786,14.8549,,,,,,,,,,,
96000,,,,,,50,27,3,195.5317,14.8493,13.2953,40.8638,-0.7395,11.0907,84.3347,2.269
96500,,,,,,50,37,4,137.6486,28.6908,42.104,52.8792,-0.8562,14.9356,160.7455,1.0165
96548,,,747,-160.6003,15.719,,,,,,,,,,,
96809,,,261,-128.0569,16.2801,,,,,,,,,,,
96886,,,77,-101.4243,16.2719,,,,,,,,,,,
97000,,,,,,50,42,6,121.4984,0.2092,14.2157,21.225,-1.0523,11.016,184.3116,1.8277
97500,,,,,,50,25,3,238.4756,-14.0838,17.7055,11.9441,-2.3885,8.9731,76.5514,1.2172
97684,,,798,-148.0367,16.0597,,,,,,,,,,,
97984,,,300,-113.9381,15.9914,,,,,,,,,,,
98000,,,,,,50,30,4,182.4597,53.6901,35.9558,76.9675,-1.3163,13.2641,199.481,1.6248
98200,,,216,-125.7138,15.7627,,,,,,,,,,,
98500,,,,,,50,46,7,107.172,-4.8706,11.8352,19.7236,0.8011,13.5975,136.7971,1.8718
98684,,,484,-133.4327,15.1881,,,,,,,,,,,
98966,,,282,-132.3572,15.9135,,,,,,,,,,,
99000,,,,,,50,29,4,173.0553,-5.8063,8.5429,24.4699,-0.875,15.4658,212.3472,1.8346
99239,,,273,-130.2518,15.2431,,,,,,,,,,,
99500,,,,,,50,33,4,162.1792,20.1353,29.1143,45.9794,-4.3982,14.215,198.8552,1.0931
100000,,,,,,50,34,5,145.3231,2.9499,18.9763,28.4024,-1.6431,15.5352,165.1704,1.7482
100000,-157.8563,776.1,,,,,,,,,,,,,,
100500,,,,,,50,28,3,183.317,-3.9142,19.1652,24.9556,-4.6714,14.5772,170.0558,1.0657
100839,,,1600,-94.9557,15.3035,,,,,,,,,,,
101000,,,,,,50,25,3,221.2157,4.2084,15.2965,30.4645,-0.5364,19.3725,137.5089,1.7054
101039,,,200,-118.6532,15.1221,,,,,,,,,,,
101500,,,,,,50,41,6,116.3258,-1.6768,39.2211,27.0013,-0.7274,14.5451,115.3723,1.0955
101700,,,661,-137.5552,15.6367,,,,,,,,,,,
102000,,,,,,50,29,3,188.4128,64.6447,66.8301,94.0672,-9.0008,13.7556,85.4615,1.2829
102500,,,,,,50,42,6,125.4473,-24.2538,20.8088,3.3623,-0.8619,19.8718,295.0023,1.1629
103000,,,,,,50,35,5,154.6086,-7.908,13.1019,22.6135,-0.9532,8.8892,90.4938,1.4934
103300,,,1600,-61.5422,15.3482,,,,,,,,,,,
103500,,,,,,50,31,5,167.1906,-3.9138,9.5117,26.5815,-5.3758,12.3506,152.1884,1.2696
103554,,,254,-140.5212,15.1732,,,,,,,,,,,
103952,,,398,-141.8513,15.3111,,,,,,,,,,,
104000,,,,,,50,36,4,148.8959,-3.1066,14.7625,24.8496,-1.6388,8.1055,91.7855,1.4213
104500,,,,,,50,39,6,137.4989,-2.5561,26.2485,28.1456,-7.8253,13.5187,98.1521,1.3042
105000,,,,,,50,37,5,136.6986,-8.3059,12.6117,23.3852,-18.6638,10.0688,108.6184,1.2691
105000,-147.7691,661.4,,,,,,,,,,,,,,
105500,,,,,,50,47,7,110.9745,-28.3372,7.7647,2.7731,0.0661,7.562,115.2539,1.0743
105552,,,1600,-94.7042,15.0742,,,,,,,,,,,
106000,,,,,,50,39,5,129.008,-26.0003,23.3418,3.9055,-1.2056,9.5787,109.4425,1.6476
106403,,,851,-143.2769,15.1683,,,,,,,,,,,
106500,,,,,,50,38,5,142.5179,1.6149,45.2377,31.1172,-0.9991,7.2749,69.9688,2.359
107000,,,,,,50,33,4,157.5901,44.8657,91.6458,72.2568,-8.2152,9.8029,96.2468,2.7586
107500,,,,,,50,28,3,203.1827,1.8054,30.6415,27.5637,-2.2868,7.9204,80.556,2.1428
108000,,,,,,50,28,3,207.9467,1.7373,27.0962,28.51,0.1197,9.236,157.2395,1.3507
108001,,,1598,-228.4345,15.5762,,,,,,,,,,,
108220,,,219,-122.6917,15.7681,,,,,,,,,,,
108454,,,234,-118.3365,15.605,,,,,,,,,,,
108500,,,,,,50,36,5,144.2773,27.5559,318.3408,57.3266,-2.764,9.0567,126.814,1.4497
109000,,,,,,50,26,3,232.6236,1.771,13.1942,32.2948,-1.8699,9.6161,158.1771,1.1362
109500,,,,,,50,47,9,107.7076,-27.2867,17.402,2.3246,-1.4969,6.4229,90.1459,1.3989
110000,,,,,,50,31,4,178.369,20.244,40.0933,47.4426,-0.8142,7.9585,73.1185,1.5582
110000,-161.7839,1101.7,,,,,,,,,,,,,,
110054,,,1600,-114.0897,14.7327,,,,,,,,,,,
110500,,,,,,50,40,4,126.8122,-25.2003,9.1044,3.9112,-1.1769,8.0258,86.8105,1.8695
111000,,,,,,50,32,4,170.0627,2.833,36.0362,29.2441,0.3593,8.9492,88.6945,1.5298
111500,,,,,,50,39,6,138.5485,32.7104,28.4175,62.4218,-0.2675,5.0666,85.2393,1.6523
111654,,,1600,-117.2976,15.3671,,,,,,,,,,,
112000,,,,,,50,35,5,153.4343,84.1944,91.0709,107.6604,-1.2068,7.662,111.2316,1.6334
112500,,,,,,50,32,4,168.7606,-22.5646,12.2101,7.0553,-1.1429,6.1433,73.0929,0.9199
112842,,,1188,-190.1594,15.4059,,,,,,,,,,,
113000,,,,,,50,32,4,173.0099,1.3806,17.8106,28.394,-7.1656,5.4375,65.093,1.5102
113500,,,,,,50,41,6,125.9776,-1.439,26.3286,27.4891,-0.9245,7.2455,130.891,1.7338
113679,,,837,-172.5153,15.3332,,,,,,,,,,,
114000,,,,,,50,28,3,205.1344,18.9791,20.4668,48.7966,-2.9467,5.6046,64.6083,1.4739
114500,,,,,,50,32,4,167.2767,18.5573,27.5628,49.5536,-1.0814,7.9364,81.6886,1.3633
115000,,,,,,50,29,3,190.8182,42.4934,37.164,72.2542,-1.5801,8.5112,70.2711,1.3359
115000,-119.4882,1249.7,,,,,,,,,,,,,,
115279,,,1600,-105.4835,14.6833,,,,,,,,,,,
