env_steps,return,length,op-l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
103000,,,3.8438,-597.1258,163.8769,3.8438,4.3183,221.4837,8.7974,,,
103000,,,,,,,,,,1000,7669.1609,106.4466
103500,,,3.3547,-596.3148,114.9945,3.3547,4.6872,410.6205,14.0431,,,
104000,,,3.0419,-595.7789,119.326,3.0419,6.1872,449.5193,11.0367,,,
104000,,,,,,,,,,1000,7611.8837,106.632
104500,,,3.426,-601.7554,158.5451,3.426,5.9994,606.2326,18.0418,,,
105000,,,3.044,-610.9839,170.9935,3.044,4.31,298.109,12.388,,,
105000,7938.4293,1000.0,,,,,,,,,,
105000,,,,,,,,,,1000,7592.8135,90.8998
105500,,,3.1731,-612.1393,141.8884,3.1731,4.1424,262.4918,13.5342,,,
106000,,,3.6175,-614.928,281.9285,3.6175,5.4019,315.8107,8.467,,,
106000,,,,,,,,,,1000,7772.7961,106.6809
106500,,,2.8901,-621.3969,101.1528,2.8901,5.3934,312.7508,13.033,,,
107000,,,3.5727,-619.2878,136.8625,3.5727,4.6352,280.9359,11.8202,,,
107000,,,,,,,,,,1000,7714.6446,106.5591
107500,,,3.1461,-619.8303,191.4844,3.1461,5.185,388.5678,6.239,,,
108000,,,3.0637,-624.1161,109.6921,3.0637,5.8667,391.7514,9.0713,,,
108000,,,,,,,,,,1000,7775.3378,106.5098
108500,,,2.7325,-635.3134,164.1686,2.7325,5.6725,606.5273,13.6703,,,
109000,,,3.2908,-636.8005,185.8552,3.2908,5.3403,284.2982,14.0344,,,
109000,,,,,,,,,,1000,7816.0045,107.9212
109500,,,3.3337,-635.6573,232.6058,3.3337,4.9496,278.6673,12.9041,,,
110000,,,3.1253,-638.8588,178.1493,3.1253,5.9975,235.7077,16.1265,,,
110000,7990.1569,1000.0,,,,,,,,,,
110000,,,,,,,,,,1000,8109.0694,93.2649
110500,,,3.6028,-638.1187,189.0625,3.6028,5.5536,501.3382,10.4927,,,
111000,,,2.602,-640.4221,159.9313,2.602,5.7334,433.429,9.9617,,,
111000,,,,,,,,,,1000,7789.5428,106.5236
111500,,,3.6031,-645.4932,154.6456,3.6031,5.2441,494.3199,15.6228,,,
112000,,,3.3103,-645.7473,199.9577,3.3103,5.6341,420.9751,12.0959,,,
112000,,,,,,,,,,1000,7913.9254,106.6564
112500,,,3.3813,-653.4597,232.0735,3.3813,4.912,230.5792,6.9438,,,
113000,,,3.2046,-649.8527,170.1946,3.2046,6.2328,411.6392,18.0768,,,
113000,,,,,,,,,,1000,7899.5955,106.7184
113500,,,3.2986,-652.0544,228.7737,3.2986,4.5989,318.5561,5.9471,,,
114000,,,2.8608,-655.2496,172.5049,2.8608,5.4909,370.3448,7.2833,,,
114000,,,,,,,,,,1000,7950.2602,106.9425
114500,,,3.0379,-659.3189,200.8083,3.0379,4.7165,427.7719,8.9254,,,
115000,,,3.3081,-664.4917,156.5342,3.3081,5.865,556.8986,7.7339,,,
115000,8222.9952,1000.0,,,,,,,,,,
115000,,,,,,,,,,1000,7874.0884,92.5989
115500,,,3.0837,-663.8959,180.2176,3.0837,5.2202,390.5819,7.3311,,,
116000,,,3.2327,-666.5162,199.4693,3.2327,4.682,444.3715,9.6271,,,
116000,,,,,,,,,,1000,7817.3115,108.0504
116500,,,2.9162,-668.0142,179.6724,2.9162,5.3932,345.5966,8.9757,,,
117000,,,2.8046,-667.0997,163.3733,2.8046,5.9828,447.3181,10.8064,,,
117000,,,,,,,,,,1000,7819.4385,107.4481
117500,,,2.5365,-675.3365,171.2666,2.5365,5.212,504.6053,8.567,,,
118000,,,2.8599,-677.5859,128.543,2.8599,6.0204,401.7061,10.0495,,,
118000,,,,,,,,,,1000,7936.5754,106.8184
118500,,,2.5948,-678.2659,126.5859,2.5948,6.5916,529.1547,11.8671,,,
119000,,,2.6615,-676.8621,136.4474,2.6615,4.2693,471.6562,13.8376,,,
119000,,,,,,,,,,1000,8024.5915,110.5931
119500,,,2.6635,-681.4205,159.1381,2.6635,5.2386,502.9938,5.8043,,,
120000,,,2.994,-685.1822,143.138,2.994,4.6325,263.1473,9.6962,,,
120000,8428.6465,1000.0,,,,,,,,,,
120000,,,,,,,,,,1000,7886.065,92.6192
120500,,,2.8487,-687.4706,192.4998,2.8487,5.7988,343.5835,8.0903,,,
121000,,,3.0736,-689.6818,202.0191,3.0736,5.8588,349.2964,9.1019,,,
121000,,,,,,,,,,1000,8048.0026,106.9089
121500,,,2.8775,-688.0757,135.8009,2.8775,5.1483,381.1354,10.0361,,,
122000,,,2.7621,-694.9594,179.2189,2.7621,4.4156,261.7872,6.3583,,,
122000,,,,,,,,,,1000,8045.4362,108.1086
122500,,,2.7875,-696.2319,148.469,2.7875,5.8059,588.8781,6.4953,,,
123000,,,2.9043,-694.9217,238.7783,2.9043,5.2003,605.7479,11.868,,,
123000,,,,,,,,,,1000,8210.4949,108.7641
123500,,,3.0668,-696.0207,223.6469,3.0668,6.7888,448.5124,8.3131,,,
124000,,,2.5804,-703.5826,204.9233,2.5804,5.2895,509.0277,11.4756,,,
124000,,,,,,,,,,1000,7965.5948,106.8698
124500,,,2.6013,-701.5421,104.109,2.6013,6.0828,438.3225,15.9043,,,
125000,,,2.8099,-708.4818,201.9505,2.8099,6.3819,569.2542,11.5338,,,
125000,8570.2315,1000.0,,,,,,,,,,
125000,,,,,,,,,,1000,8270.0165,92.9053
125500,,,2.9987,-708.4781,270.6084,2.9987,8.0111,1003.9575,7.866,,,
126000,,,2.7579,-712.3013,149.8289,2.7579,5.5955,496.5937,13.5804,,,
126000,,,,,,,,,,1000,8304.5621,109.5333
126500,,,2.4658,-714.5823,224.9403,2.4658,4.8807,258.2609,7.7711,,,
127000,,,2.7539,-716.5901,256.0602,2.7539,6.4699,482.1866,7.2639,,,
127000,,,,,,,,,,1000,8283.294,110.5163
127500,,,2.3912,-715.1216,166.9606,2.3912,8.4244,904.715,12.112,,,
128000,,,2.5596,-720.5236,239.1281,2.5596,5.9657,661.2564,6.604,,,
128000,,,,,,,,,,1000,8359.4884,110.8696
128500,,,2.6429,-719.1134,247.2513,2.6429,6.4075,648.7654,8.8599,,,
129000,,,2.6731,-725.9237,258.688,2.6731,6.9686,809.7699,6.2114,,,
129000,,,,,,,,,,1000,8238.9139,106.9232
129500,,,2.4846,-724.1762,152.0084,2.4846,5.5268,252.5516,6.1742,,,
130000,,,2.7419,-729.2035,280.0912,2.7419,6.7965,798.8253,8.1296,,,
130000,8572.0626,1000.0,,,,,,,,,,
130000,,,,,,,,,,1000,8480.501,93.319
130500,,,2.3654,-729.9291,268.9665,2.3654,5.7632,455.3937,7.8034,,,
131000,,,2.4423,-731.4265,207.2117,2.4423,5.366,446.5379,8.1535,,,
131000,,,,,,,,,,1000,8485.0959,109.2671
131500,,,2.1925,-732.7494,206.2474,2.1925,5.1632,281.8237,17.5759,,,
132000,,,2.6031,-735.0051,169.2999,2.6031,6.4857,395.5318,14.131,,,
132000,,,,,,,,,,1000,8517.1368,110.8693
132500,,,2.5738,-739.0051,207.2604,2.5738,6.1177,479.0729,6.1353,,,
133000,,,2.4629,-739.0867,137.149,2.4629,5.6898,358.8485,6.1934,,,
133000,,,,,,,,,,1000,8585.974,107.023
133500,,,2.2104,-741.0585,134.5082,2.2104,6.1669,634.3009,6.5458,,,
134000,,,2.0297,-745.1951,160.1254,2.0297,7.19,991.0326,10.3733,,,
134000,,,,,,,,,,1000,8443.5677,108.5116
134500,,,2.4493,-745.1671,206.4669,2.4493,7.9376,833.7632,12.8861,,,
135000,,,2.6485,-748.5458,231.0085,2.6485,5.5779,384.3815,12.5613,,,
135000,8559.6383,1000.0,,,,,,,,,,
135000,,,,,,,,,,1000,8515.2867,92.8906
135500,,,2.1234,-750.484,267.4886,2.1234,5.2853,319.7712,8.2034,,,
136000,,,2.0697,-750.601,146.7396,2.0697,6.173,325.875,10.006,,,
136000,,,,,,,,,,1000,8620.9252,108.2801
136500,,,2.1982,-752.48,167.4808,2.1982,6.372,393.5795,8.2517,,,
137000,,,2.2188,-755.3,216.0291,2.2188,6.992,655.1466,10.769,,,
137000,,,,,,,,,,1000,8652.5688,110.6225
137500,,,2.1025,-756.1868,207.818,2.1025,6.9076,758.6011,8.2996,,,
138000,,,2.3928,-760.2524,209.2342,2.3928,6.4641,698.7497,5.5535,,,
138000,,,,,,,,,,1000,8833.4758,110.6786
138500,,,2.0174,-760.0941,116.3191,2.0174,6.8583,642.1268,12.937,,,
139000,,,2.651,-763.8311,272.0855,2.651,7.5106,408.249,9.2305,,,
139000,,,,,,,,,,1000,8939.4169,110.3765
139500,,,2.2219,-763.199,141.883,2.2219,5.126,382.1515,10.6962,,,
140000,,,2.0453,-766.5112,199.1423,2.0453,5.7943,415.6667,7.1037,,,
140000,9129.4531,1000.0,,,,,,,,,,
140000,,,,,,,,,,1000,8647.5603,94.7468
140500,,,1.994,-769.3229,237.2472,1.994,5.8617,391.7633,8.8606,,,
141000,,,2.293,-770.2899,172.4558,2.293,8.9852,714.8655,8.5379,,,
141000,,,,,,,,,,1000,8634.7806,108.6856
141500,,,2.0057,-773.6794,134.4398,2.0057,5.8374,834.3155,4.3704,,,
142000,,,2.0758,-772.803,147.9464,2.0758,7.0864,471.9547,9.6338,,,
142000,,,,,,,,,,1000,8550.1179,106.2973
142500,,,2.4448,-773.8601,308.0362,2.4448,6.3277,580.1685,10.9985,,,
143000,,,1.9621,-778.1534,139.8364,1.9621,7.2485,601.6957,13.0698,,,
143000,,,,,,,,,,1000,8800.5382,106.5899
143500,,,2.3481,-777.015,244.1451,2.3481,6.566,428.8416,7.5626,,,
144000,,,2.2709,-781.0782,345.4211,2.2709,7.4653,517.2416,8.3147,,,
144000,,,,,,,,,,1000,8946.4655,106.6359
144500,,,2.4495,-782.997,218.096,2.4495,6.4504,611.319,9.9275,,,
145000,,,1.8657,-785.4379,151.1718,1.8657,5.7999,416.411,8.7441,,,
145000,9270.3517,1000.0,,,,,,,,,,
145000,,,,,,,,,,1000,8688.8279,92.5618
145500,,,1.8054,-786.0714,164.0692,1.8054,7.5769,889.666,11.9544,,,
146000,,,2.0313,-787.5269,171.2182,2.0313,6.7993,609.4871,11.7444,,,
146000,,,,,,,,,,1000,8819.8571,106.6945
146500,,,2.1355,-787.4015,85.6212,2.1355,6.2625,509.7939,10.4876,,,
147000,,,2.0106,-791.6963,179.232,2.0106,6.5368,952.9918,10.5753,,,
147000,,,,,,,,,,1000,8762.5968,106.7768
147500,,,2.2093,-792.5745,278.9044,2.2093,5.9641,257.3557,6.6048,,,
148000,,,2.0471,-796.2419,169.5125,2.0471,8.3179,986.0145,11.6027,,,
148000,,,,,,,,,,1000,8877.2171,106.7604
148500,,,2.1013,-799.6326,189.6941,2.1013,7.6911,601.8634,11.0119,,,
149000,,,1.9888,-800.2743,226.8885,1.9888,7.926,904.3161,13.3611,,,
149000,,,,,,,,,,1000,9011.0899,106.6774
149500,,,2.2679,-800.2499,175.5178,2.2679,8.744,762.5357,7.4257,,,
150000,,,2.4603,-805.0583,332.9064,2.4603,10.0235,1158.2158,9.5213,,,
150000,9448.4413,1000.0,,,,,,,,,,
150000,,,,,,,,,,1000,8859.9062,92.5991
150500,,,2.0072,-806.202,198.3271,2.0072,7.1857,881.89,13.6108,,,
151000,,,1.9511,-808.1981,171.2958,1.9511,7.7887,552.1833,5.8034,,,
151000,,,,,,,,,,1000,8998.9957,106.6118
151500,,,2.8679,-808.088,407.6262,2.8679,8.0751,445.0637,10.7836,,,
152000,,,1.9756,-806.9943,143.0708,1.9756,7.5403,432.944,7.8448,,,
152000,,,,,,,,,,1000,9155.5643,108.6214
152500,,,1.7423,-812.5062,137.0273,1.7423,8.3558,499.2882,7.0554,,,
153000,,,1.8777,-814.3206,129.4874,1.8777,8.0419,465.6011,6.8516,,,
153000,,,,,,,,,,1000,8948.057,106.8069
153500,,,1.8265,-816.5736,197.6409,1.8265,7.4462,754.0842,9.0399,,,
154000,,,1.8243,-818.2727,169.0821,1.8243,7.0268,727.5931,7.1388,,,
154000,,,,,,,,,,1000,9287.5833,106.8527
154500,,,1.6944,-820.8839,196.7573,1.6944,8.444,1053.725,8.4498,,,
155000,,,2.2315,-820.0035,281.2464,2.2315,7.2562,702.6887,7.3276,,,
155000,9490.8395,1000.0,,,,,,,,,,
155000,,,,,,,,,,1000,9530.0017,92.7124
155500,,,2.0017,-822.0358,270.3908,2.0017,7.8742,841.7073,7.1915,,,
156000,,,1.896,-823.7755,161.8706,1.896,6.5332,358.8304,11.1829,,,
156000,,,,,,,,,,1000,9262.9895,106.7688
156500,,,2.0427,-825.1818,160.0975,2.0427,9.4469,1329.1233,9.3402,,,
157000,,,2.0196,-827.9089,268.7781,2.0196,8.7574,919.1939,6.4833,,,
157000,,,,,,,,,,1000,9148.1932,106.6899
157500,,,1.8449,-830.8334,163.4646,1.8449,10.938,1273.9811,12.0463,,,
158000,,,1.8557,-828.859,225.2221,1.8557,8.6684,1306.7611,7.9935,,,
158000,,,,,,,,,,1000,9175.227,106.5201
158500,,,1.9762,-831.7382,156.7327,1.9762,8.3823,812.3951,8.735,,,
159000,,,2.3917,-832.6455,194.8594,2.3917,8.4782,634.0148,7.4067,,,
159000,,,,,,,,,,1000,8868.43,109.1997
159500,,,2.2304,-833.2366,240.4491,2.2304,8.0605,938.3384,14.0972,,,
160000,,,2.2661,-836.6783,481.5164,2.2661,8.6085,668.5986,14.6961,,,
160000,9363.9122,1000.0,,,,,,,,,,
160000,,,,,,,,,,1000,9542.6256,94.5336
160500,,,2.1099,-840.8218,289.338,2.1099,9.8982,1272.5477,10.5823,,,
161000,,,1.7329,-840.8698,111.8057,1.7329,9.0462,1247.3663,10.377,,,
161000,,,,,,,,,,1000,9252.5152,108.2352
161500,,,1.9409,-842.2563,172.035,1.9409,8.2142,709.118,6.1284,,,
162000,,,2.2062,-847.57,369.3135,2.2062,8.507,798.288,6.8953,,,
162000,,,,,,,,,,1000,9370.6754,106.6642
162500,,,1.9833,-846.3156,181.9836,1.9833,8.9501,822.9452,10.4261,,,
163000,,,1.9573,-849.6647,129.6825,1.9573,8.2755,1091.8169,6.5509,,,
163000,,,,,,,,,,1000,8802.8213,106.7105
163500,,,1.882,-852.2511,185.4052,1.882,8.446,1114.8116,9.8606,,,
164000,,,1.6169,-853.7558,118.9246,1.6169,10.3195,979.1234,10.4864,,,
164000,,,,,,,,,,1000,9227.652,106.9317
164500,,,1.5199,-851.9187,109.1966,1.5199,12.302,1275.2583,8.2593,,,
165000,,,2.0603,-857.4412,189.6731,2.0603,9.0838,632.0068,10.0105,,,
165000,9597.8136,1000.0,,,,,,,,,,
165000,,,,,,,,,,1000,8659.8358,92.6318
165500,,,2.0688,-854.9236,186.0614,2.0688,7.7025,541.3585,15.5487,,,
166000,,,1.6652,-858.0607,127.832,1.6652,13.6031,1644.2678,7.8488,,,
166000,,,,,,,,,,1000,9499.6884,106.7446
166500,,,1.9418,-862.3798,182.3957,1.9418,8.9887,625.0347,10.718,,,
167000,,,1.7277,-858.6371,179.2755,1.7277,11.8423,1345.6718,8.5258,,,
167000,,,,,,,,,,1000,9603.4438,108.5776
167500,,,1.7172,-864.4873,175.2052,1.7172,9.205,500.3765,13.2795,,,
168000,,,2.0148,-864.6288,150.5966,2.0148,15.8259,1652.2446,8.881,,,
168000,,,,,,,,,,1000,8892.0154,106.7125
168500,,,2.1658,-871.1053,228.8152,2.1658,14.0277,1214.5754,8.9943,,,
169000,,,1.6792,-867.7195,168.256,1.6792,8.6438,598.1035,10.2493,,,
169000,,,,,,,,,,1000,9689.5724,106.4476
169500,,,1.7976,-869.3358,187.1607,1.7976,8.5233,709.4269,14.8274,,,
170000,,,2.1955,-872.8734,407.4198,2.1955,8.587,678.3536,22.4196,,,
170000,10000.6287,1000.0,,,,,,,,,,
170000,,,,,,,,,,1000,9251.3281,92.6146
170500,,,1.7379,-874.6263,235.9758,1.7379,11.6497,1139.4224,11.0541,,,
171000,,,1.8466,-873.5875,166.4419,1.8466,8.8474,546.4369,17.4667,,,
171000,,,,,,,,,,1000,9526.8481,108.9212
171500,,,2.1749,-874.804,251.4165,2.1749,9.524,1113.1613,14.8744,,,
172000,,,1.7237,-877.5799,166.1483,1.7237,10.0222,1559.4641,10.3193,,,
172000,,,,,,,,,,1000,9658.05,106.5953
172500,,,1.9567,-878.9972,250.3513,1.9567,8.0895,439.0914,15.4836,,,
173000,,,1.7626,-883.1133,141.2348,1.7626,14.1317,1343.1223,8.0659,,,
173000,,,,,,,,,,1000,9615.1076,106.4905
173500,,,1.8088,-883.3928,232.4843,1.8088,9.7728,599.9616,13.377,,,
174000,,,1.8741,-886.1462,160.4763,1.8741,14.8578,962.5698,12.9344,,,
174000,,,,,,,,,,1000,9360.8318,106.854
174500,,,1.7652,-887.2506,205.4288,1.7652,8.763,1228.9307,6.5265,,,
175000,,,2.2488,-887.8052,373.4447,2.2488,12.3125,1703.1356,7.0136,,,
175000,10138.0608,1000.0,,,,,,,,,,
175000,,,,,,,,,,1000,9587.776,92.8459
175500,,,1.8276,-892.8547,174.9793,1.8276,9.5802,928.6356,11.1876,,,
176000,,,1.8239,-891.9241,142.6765,1.8239,13.3166,909.9459,8.6604,,,
176000,,,,,,,,,,1000,9280.5591,106.8889
176500,,,1.8989,-894.3899,165.0895,1.8989,10.79,1078.8312,13.9881,,,
177000,,,1.8906,-894.6919,164.731,1.8906,10.2838,515.4609,11.867,,,
177000,,,,,,,,,,1000,9791.4901,106.8042
177500,,,1.6625,-895.5328,147.7446,1.6625,10.9951,736.8466,15.5115,,,
178000,,,1.8414,-897.4333,116.0045,1.8414,11.0015,1119.1737,16.3554,,,
178000,,,,,,,,,,1000,9796.2691,107.9847
178500,,,1.7382,-902.5339,117.4714,1.7382,10.5126,1422.2147,8.3733,,,
179000,,,2.125,-902.0756,216.4369,2.125,9.1498,566.1577,15.9331,,,
179000,,,,,,,,,,1000,9885.1594,106.7049
179500,,,1.6665,-902.2518,147.1587,1.6665,12.3901,882.8132,20.8844,,,
180000,,,1.65,-906.1144,137.5782,1.65,15.4901,1470.5071,13.3931,,,
180000,10215.6499,1000.0,,,,,,,,,,
180000,,,,,,,,,,1000,9694.0193,92.679
180500,,,1.7349,-907.2288,160.2648,1.7349,12.7196,1101.6901,8.338,,,
181000,,,1.976,-910.2708,188.9806,1.976,9.8213,1082.6887,11.7657,,,
181000,,,,,,,,,,1000,9633.9431,106.7999
181500,,,1.8152,-910.566,184.1666,1.8152,8.8448,961.1277,11.8977,,,
182000,,,2.1268,-910.6833,227.3742,2.1268,13.1408,1660.0581,12.3893,,,
182000,,,,,,,,,,1000,9842.3797,106.7463
182500,,,1.6347,-911.0574,148.7173,1.6347,13.9137,1126.5905,9.2551,,,
183000,,,1.6684,-915.465,189.2849,1.6684,10.915,1154.7383,11.9612,,,
183000,,,,,,,,,,1000,9810.5479,106.8316
183500,,,1.5929,-915.9069,147.4,1.5929,12.1905,1112.5846,9.6258,,,
184000,,,1.6994,-914.5878,158.3838,1.6994,9.2677,783.6201,9.9254,,,
184000,,,,,,,,,,1000,9914.9064,107.6214
184500,,,2.0055,-918.8382,141.9647,2.0055,13.0456,1050.5331,12.1039,,,
185000,,,1.9576,-921.0038,274.9592,1.9576,9.7146,908.0436,11.3968,,,
185000,10372.5904,1000.0,,,,,,,,,,
185000,,,,,,,,,,1000,9869.2678,93.323
185500,,,1.5587,-919.572,146.2714,1.5587,9.8235,802.0123,16.3317,,,
186000,,,1.7249,-923.6298,178.2848,1.7249,10.0331,562.7556,7.5205,,,
186000,,,,,,,,,,1000,10054.8654,110.7257
186500,,,1.8797,-923.0616,168.2567,1.8797,11.4039,1084.5663,14.4305,,,
187000,,,1.6307,-927.1642,143.9657,1.6307,13.6272,1572.5874,7.8889,,,
187000,,,,,,,,,,1000,9702.5725,110.6249
187500,,,1.6174,-929.7968,188.3297,1.6174,12.7676,1299.1273,26.6605,,,
188000,,,1.7649,-927.4805,208.8387,1.7649,8.9849,651.2211,12.9051,,,
188000,,,,,,,,,,1000,9289.5701,110.7193
188500,,,1.5424,-929.7664,109.7523,1.5424,11.7553,1454.1792,9.5036,,,
189000,,,1.8932,-930.9185,162.0287,1.8932,8.8773,505.1312,15.046,,,
189000,,,,,,,,,,1000,9580.4157,110.6676
189500,,,1.7839,-931.2554,168.7242,1.7839,11.5451,1027.92,8.8448,,,
190000,,,1.5386,-933.9418,117.7057,1.5386,13.3508,1077.4901,10.6319,,,
190000,10315.4725,1000.0,,,,,,,,,,
190000,,,,,,,,,,1000,10051.0858,95.3808
190500,,,1.7313,-933.3122,278.2823,1.7313,13.1015,695.8431,7.7457,,,
191000,,,2.0106,-939.165,289.6138,2.0106,10.2918,1235.7839,10.12,,,
191000,,,,,,,,,,1000,9851.0467,110.7045
191500,,,1.7046,-938.9795,172.4313,1.7046,11.2444,821.1844,10.5796,,,
192000,,,1.8677,-940.4199,151.9908,1.8677,14.4917,1599.54,8.7705,,,
192000,,,,,,,,,,1000,9814.3902,108.9555
192500,,,1.8785,-940.3967,270.9081,1.8785,12.1941,764.5151,13.4151,,,
193000,,,1.5772,-941.7521,130.2644,1.5772,11.3929,1097.142,12.0211,,,
193000,,,,,,,,,,1000,10011.16,106.792
193500,,,1.7073,-940.121,201.2765,1.7073,12.1224,657.4459,13.5542,,,
194000,,,1.6593,-943.1268,166.5144,1.6593,11.196,1092.4476,8.51,,,
194000,,,,,,,,,,1000,-275.1758,108.5036
194500,,,1.5581,-943.9789,148.2954,1.5581,11.4067,1390.9436,20.4502,,,
195000,,,1.6331,-943.9808,141.5224,1.6331,12.8132,992.9701,14.4849,,,
195000,10459.1711,1000.0,,,,,,,,,,
195000,,,,,,,,,,1000,9422.0805,92.8326
195500,,,1.7776,-945.9131,253.6445,1.7776,11.7431,1004.609,20.0467,,,
196000,,,2.2805,-944.8113,433.1529,2.2805,11.0503,921.9758,10.5125,,,
196000,,,,,,,,,,1000,9663.9607,107.2433
196500,,,1.6476,-946.0434,206.6469,1.6476,10.2104,569.4854,12.2056,,,
197000,,,1.7828,-945.6929,167.0128,1.7828,13.5098,1051.4506,11.8554,,,
197000,,,,,,,,,,1000,-263.4351,107.5652
197500,,,2.0179,-945.7468,227.3842,2.0179,13.5152,680.81,11.4586,,,
198000,,,1.6442,-946.1048,138.5117,1.6442,13.0862,1193.0256,9.7578,,,
198000,,,,,,,,,,1000,10170.3596,106.7181
198500,,,1.8633,-946.8029,166.4602,1.8633,13.0713,761.2287,13.3787,,,
199000,,,1.7327,-952.5616,189.0535,1.7327,11.3154,566.1982,9.1319,,,
199000,,,,,,,,,,1000,10241.476,108.2027
199500,,,1.7412,-949.1848,204.1384,1.7412,12.3192,986.5794,11.702,,,
200000,,,2.1843,-953.5442,231.0862,2.1843,14.1815,1551.1538,11.4685,,,
200000,10498.1221,1000.0,,,,,,,,,,
200000,,,,,,,,,,1000,10132.4949,94.9535
200500,,,1.617,-951.4272,114.7545,1.617,15.9045,1687.9137,12.9194,,,
201000,,,1.404,-953.0075,170.0305,1.404,9.9058,1027.976,11.6657,,,
201000,,,,,,,,,,1000,9854.0402,108.0564
201500,,,1.8549,-955.7363,172.7037,1.8549,15.0408,1127.7069,10.9928,,,
202000,,,1.6319,-958.2422,135.6237,1.6319,12.1152,635.6154,15.7845,,,
202000,,,,,,,,,,1000,10125.2899,106.713
202500,,,1.9982,-961.7631,215.606,1.9982,12.7825,1456.9617,11.5588,,,
