env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
41359,,,27,134.1649,25.9062,,,,,,,,,,,
41407,,,48,255.7067,28.6963,,,,,,,,,,,
41456,,,49,240.0426,29.1188,,,,,,,,,,,
41500,,,,,,50,50,41,15.9341,17.4429,-926.4848,195.8911,17.4429,5686.2471,24323.6543,38.9383
41517,,,61,299.4504,27.8348,,,,,,,,,,,
41542,,,25,122.7363,29.1694,,,,,,,,,,,
41587,,,45,232.4719,27.0958,,,,,,,,,,,
41644,,,57,300.1588,24.7793,,,,,,,,,,,
41665,,,21,102.3423,31.8071,,,,,,,,,,,
41793,,,128,657.3072,30.0729,,,,,,,,,,,
41852,,,59,307.4019,25.1304,,,,,,,,,,,
41937,,,85,380.3097,27.3015,,,,,,,,,,,
41967,,,30,153.5015,34.8052,,,,,,,,,,,
42000,,,,,,50,50,43,15.2943,17.1997,-970.518,199.4173,17.1997,3592.3369,19934.8652,35.536
42032,,,65,323.6444,30.2587,,,,,,,,,,,
42124,,,92,425.3438,33.1024,,,,,,,,,,,
42150,,,26,131.5684,29.7452,,,,,,,,,,,
42206,,,56,301.214,27.345,,,,,,,,,,,
42226,,,20,96.9985,26.1389,,,,,,,,,,,
42290,,,64,329.0763,26.9686,,,,,,,,,,,
42451,,,161,781.7786,30.0111,,,,,,,,,,,
42500,,,,,,50,50,41,14.9792,17.8258,-943.1108,231.3976,17.8258,2972.7197,18802.082,33.3565
42520,,,69,346.7973,33.0683,,,,,,,,,,,
42618,,,98,467.4509,27.9117,,,,,,,,,,,
42709,,,91,461.3115,27.0995,,,,,,,,,,,
42758,,,49,231.8547,28.2522,,,,,,,,,,,
42808,,,50,275.7238,28.1712,,,,,,,,,,,
42871,,,63,326.8637,27.433,,,,,,,,,,,
42941,,,70,309.8953,28.596,,,,,,,,,,,
43000,,,,,,50,50,40,17.0799,17.8082,-937.6497,193.5504,17.8082,4689.9722,21023.3906,51.238
43034,,,93,461.258,30.3699,,,,,,,,,,,
43107,,,73,392.0893,30.2094,,,,,,,,,,,
43126,,,19,93.6031,28.2032,,,,,,,,,,,
43178,,,52,279.7779,33.4887,,,,,,,,,,,
43294,,,116,581.872,34.6071,,,,,,,,,,,
43321,,,27,129.6549,28.1065,,,,,,,,,,,
43365,,,44,211.1334,28.3261,,,,,,,,,,,
43423,,,58,277.6634,26.301,,,,,,,,,,,
43500,,,,,,50,50,41,16.2298,17.7227,-865.8845,219.4087,17.7227,4422.0728,36872.6953,59.0096
43524,,,101,476.9031,28.2836,,,,,,,,,,,
43624,,,100,504.5193,26.2501,,,,,,,,,,,
43648,,,24,119.325,31.8499,,,,,,,,,,,
43697,,,49,230.2634,32.2233,,,,,,,,,,,
43840,,,143,741.0324,31.8461,,,,,,,,,,,
43890,,,50,253.8665,28.5916,,,,,,,,,,,
43995,,,105,566.5617,32.5163,,,,,,,,,,,
44000,,,,,,50,50,42,14.8685,17.6242,-941.7888,210.4348,17.6242,4322.814,22793.9609,35.468
44047,,,52,248.0939,33.8217,,,,,,,,,,,
44152,,,105,490.2681,34.8682,,,,,,,,,,,
44205,,,53,260.2677,31.0143,,,,,,,,,,,
44258,,,53,262.4422,27.1082,,,,,,,,,,,
44309,,,51,252.7022,26.9357,,,,,,,,,,,
44395,,,86,414.3212,26.1743,,,,,,,,,,,
44477,,,82,388.5487,27.4523,,,,,,,,,,,
44500,,,,,,50,50,41,16.8249,18.6844,-922.0251,205.2738,18.6844,3927.7715,20297.0234,59.5169
44540,,,63,328.2278,29.454,,,,,,,,,,,
44605,,,65,309.8127,31.9642,,,,,,,,,,,
44638,,,33,157.2471,30.8656,,,,,,,,,,,
44708,,,70,318.1509,30.0152,,,,,,,,,,,
44763,,,55,253.4981,33.2665,,,,,,,,,,,
44814,,,51,257.1046,28.2112,,,,,,,,,,,
44886,,,72,311.2038,31.811,,,,,,,,,,,
44949,,,63,299.1005,31.2394,,,,,,,,,,,
45000,,,,,,50,50,41,15.0999,18.5667,-894.8419,240.3426,18.5667,4252.376,23583.4688,38.9557
45000,345.6612,75.1,,,,,,,,,,,,,,
45027,,,78,368.6602,23.669,,,,,,,,,,,
45083,,,56,274.4415,31.5432,,,,,,,,,,,
45152,,,69,327.0461,27.8619,,,,,,,,,,,
45210,,,58,265.0935,28.1157,,,,,,,,,,,
45265,,,55,261.8298,25.3718,,,,,,,,,,,
45356,,,91,442.9122,27.0883,,,,,,,,,,,
45450,,,94,449.8493,27.7494,,,,,,,,,,,
45499,,,49,249.7831,28.0148,,,,,,,,,,,
45500,,,,,,50,50,41,15.095,18.9981,-856.6732,207.7779,18.9981,4602.7407,33853.8984,30.879
45558,,,59,288.1041,29.0326,,,,,,,,,,,
45705,,,147,683.5968,28.9343,,,,,,,,,,,
45790,,,85,433.4249,28.0534,,,,,,,,,,,
45898,,,108,547.5029,26.8123,,,,,,,,,,,
45963,,,65,287.4355,27.8123,,,,,,,,,,,
46000,,,,,,50,50,41,17.4979,17.9535,-933.1376,231.8459,17.9535,3858.3518,26755.0156,50.7171
46027,,,64,298.7178,29.9759,,,,,,,,,,,
46119,,,92,494.6541,30.8509,,,,,,,,,,,
46210,,,91,425.5058,26.686,,,,,,,,,,,
46290,,,80,387.955,26.6697,,,,,,,,,,,
46378,,,88,450.7523,26.9965,,,,,,,,,,,
46491,,,113,539.634,27.7009,,,,,,,,,,,
46500,,,,,,50,50,42,15.8513,19.248,-910.9927,243.2173,19.248,4393.375,24956.4395,38.1498
46598,,,107,530.1501,34.1003,,,,,,,,,,,
46654,,,56,273.5721,26.6769,,,,,,,,,,,
46719,,,65,312.3495,28.8358,,,,,,,,,,,
46770,,,51,266.9908,27.3917,,,,,,,,,,,
46899,,,129,602.9109,29.0023,,,,,,,,,,,
46950,,,51,261.9701,25.5769,,,,,,,,,,,
47000,,,,,,50,50,41,15.7454,18.155,-867.6716,244.5689,18.155,4146.2754,26976.2949,41.3145
47001,,,51,263.6894,29.7412,,,,,,,,,,,
47028,,,27,134.0926,27.8869,,,,,,,,,,,
47134,,,106,533.6843,27.658,,,,,,,,,,,
47193,,,59,291.2952,26.4694,,,,,,,,,,,
47236,,,43,205.8775,27.0827,,,,,,,,,,,
47293,,,57,276.1747,27.3455,,,,,,,,,,,
47333,,,40,203.3059,26.5425,,,,,,,,,,,
47391,,,58,299.1715,27.9662,,,,,,,,,,,
47471,,,80,401.8438,29.4798,,,,,,,,,,,
47500,,,,,,50,50,42,15.8189,18.8724,-881.9605,280.2711,18.8724,5301.8369,33972.0156,65.9279
47515,,,44,222.9676,29.1861,,,,,,,,,,,
47674,,,159,789.0224,27.7447,,,,,,,,,,,
47727,,,53,261.094,30.506,,,,,,,,,,,
47783,,,56,260.0481,32.0678,,,,,,,,,,,
47895,,,112,535.9233,30.9112,,,,,,,,,,,
47970,,,75,395.4495,27.5099,,,,,,,,,,,
48000,,,,,,50,50,41,16.9179,20.7065,-840.2045,225.9434,20.7065,4182.4561,25532.3457,42.4205
48032,,,62,338.7078,28.2938,,,,,,,,,,,
48076,,,44,210.3371,29.6954,,,,,,,,,,,
48117,,,41,207.4374,26.63,,,,,,,,,,,
48223,,,106,512.5707,27.9063,,,,,,,,,,,
48282,,,59,308.2942,29.3413,,,,,,,,,,,
48374,,,92,449.1455,27.0447,,,,,,,,,,,
48438,,,64,289.3599,27.1181,,,,,,,,,,,
48500,,,,,,50,50,41,15.1461,18.758,-852.201,263.9657,18.758,4111.5977,22955.5918,56.2531
48520,,,82,339.9122,33.2161,,,,,,,,,,,
48600,,,80,345.829,27.8692,,,,,,,,,,,
48651,,,51,246.4289,24.2799,,,,,,,,,,,
48677,,,26,125.2048,28.034,,,,,,,,,,,
48775,,,98,502.6392,28.562,,,,,,,,,,,
48859,,,84,406.8653,33.5363,,,,,,,,,,,
48929,,,70,324.6229,32.8691,,,,,,,,,,,
48980,,,51,249.7518,34.8609,,,,,,,,,,,
49000,,,,,,50,50,41,14.9438,19.6402,-869.9124,258.1353,19.6402,6098.1572,29983.1094,38.2327
49031,,,51,242.747,30.9795,,,,,,,,,,,
49060,,,29,142.6652,31.3644,,,,,,,,,,,
49118,,,58,293.9488,30.0037,,,,,,,,,,,
49144,,,26,127.2536,29.0603,,,,,,,,,,,
49173,,,29,142.7752,29.0716,,,,,,,,,,,
49268,,,95,484.6708,33.9346,,,,,,,,,,,
49288,,,20,96.3665,34.5619,,,,,,,,,,,
49328,,,40,190.2336,33.8107,,,,,,,,,,,
49375,,,47,224.8268,35.3453,,,,,,,,,,,
49435,,,60,305.1811,34.9284,,,,,,,,,,,
49455,,,20,96.5331,32.0529,,,,,,,,,,,
49496,,,41,188.8008,26.3942,,,,,,,,,,,
49500,,,,,,50,50,41,15.3728,20.4978,-856.8025,250.7744,20.4978,4748.7217,29546.957,43.0155
49531,,,35,172.6162,32.388,,,,,,,,,,,
49646,,,115,593.6137,27.3328,,,,,,,,,,,
49766,,,120,554.8588,28.8666,,,,,,,,,,,
49852,,,86,403.1916,27.1654,,,,,,,,,,,
49948,,,96,474.4214,26.7101,,,,,,,,,,,
50000,,,,,,50,50,39,19.9652,19.9824,-807.1254,258.7132,19.9824,4525.9565,30940.8301,65.7718
50000,352.0418,68.3,,,,,,,,,,,,,,
50026,,,78,401.675,20.3173,,,,,,,,,,,
50129,,,103,537.1628,28.7293,,,,,,,,,,,
50214,,,85,447.0811,33.3914,,,,,,,,,,,
50338,,,124,632.4275,26.6902,,,,,,,,,,,
50405,,,67,328.3106,26.5905,,,,,,,,,,,
50436,,,31,158.4453,27.5049,,,,,,,,,,,
50500,,,,,,50,50,41,15.7103,19.6831,-797.1155,280.2354,19.6831,3931.7603,25596.4844,40.627
50502,,,66,359.8377,27.3735,,,,,,,,,,,
50533,,,31,157.9793,28.266,,,,,,,,,,,
50553,,,20,97.3233,30.1768,,,,,,,,,,,
50616,,,63,293.1737,31.3445,,,,,,,,,,,
50636,,,20,95.0393,28.969,,,,,,,,,,,
50657,,,21,100.6511,27.6362,,,,,,,,,,,
50684,,,27,140.3202,29.7299,,,,,,,,,,,
50768,,,84,430.6877,27.3432,,,,,,,,,,,
50823,,,55,287.226,26.3701,,,,,,,,,,,
50856,,,33,163.9586,32.0726,,,,,,,,,,,
50892,,,36,178.4132,26.2617,,,,,,,,,,,
50941,,,49,262.8558,26.9482,,,,,,,,,,,
51000,,,,,,50,50,38,19.093,21.008,-844.0121,287.2341,21.008,5056.8643,32571.1777,42.4931
51026,,,85,436.8187,30.0843,,,,,,,,,,,
51056,,,30,156.6077,34.5663,,,,,,,,,,,
51104,,,48,252.071,33.8651,,,,,,,,,,,
51182,,,78,398.4971,28.0348,,,,,,,,,,,
51248,,,66,348.7826,30.6018,,,,,,,,,,,
51292,,,44,225.918,25.8763,,,,,,,,,,,
51363,,,71,374.1706,28.5613,,,,,,,,,,,
51389,,,26,126.6067,27.1611,,,,,,,,,,,
51488,,,99,507.0068,28.1471,,,,,,,,,,,
51500,,,,,,50,50,41,15.4861,20.5945,-828.6838,296.149,20.5945,3841.709,23829.8281,53.8839
51507,,,19,91.8718,29.7713,,,,,,,,,,,
51560,,,53,247.9223,31.0872,,,,,,,,,,,
51653,,,93,438.5754,28.2789,,,,,,,,,,,
51711,,,58,263.028,26.0721,,,,,,,,,,,
51743,,,32,155.0365,28.7141,,,,,,,,,,,
51784,,,41,189.1439,32.8896,,,,,,,,,,,
51868,,,84,382.3551,28.4495,,,,,,,,,,,
51988,,,120,640.6898,30.2959,,,,,,,,,,,
52000,,,,,,50,50,41,16.0143,19.1848,-828.2224,320.5931,19.1848,4913.8633,34202.125,51.009
52073,,,85,412.6687,27.4712,,,,,,,,,,,
52144,,,71,304.3254,26.3787,,,,,,,,,,,
52220,,,76,379.7287,30.1593,,,,,,,,,,,
52244,,,24,116.3948,25.1756,,,,,,,,,,,
52353,,,109,518.9934,29.6493,,,,,,,,,,,
52436,,,83,412.8086,34.2086,,,,,,,,,,,
52493,,,57,277.4596,33.0247,,,,,,,,,,,
52500,,,,,,50,50,42,14.3252,20.8956,-844.8636,269.6611,20.8956,3909.71,21350.8184,56.5739
52519,,,26,125.5433,30.4943,,,,,,,,,,,
52591,,,72,336.9978,27.4198,,,,,,,,,,,
52664,,,73,380.0849,26.1355,,,,,,,,,,,
52749,,,85,455.9633,29.026,,,,,,,,,,,
52810,,,61,275.2882,29.0322,,,,,,,,,,,
52895,,,85,443.0587,26.7,,,,,,,,,,,
52979,,,84,373.592,31.2903,,,,,,,,,,,
53000,,,,,,50,50,40,15.6696,19.4834,-797.6086,295.3929,19.4834,4298.3472,33701.6797,66.0462
53053,,,74,369.0039,29.589,,,,,,,,,,,
53123,,,70,360.1319,28.7867,,,,,,,,,,,
53207,,,84,445.7661,26.546,,,,,,,,,,,
53270,,,63,342.9918,30.6633,,,,,,,,,,,
53345,,,75,373.0785,33.069,,,,,,,,,,,
53414,,,69,379.7135,27.8367,,,,,,,,,,,
53447,,,33,165.8781,28.3059,,,,,,,,,,,
53500,,,,,,50,50,41,15.654,20.9678,-780.5471,278.1693,20.9678,4499.9771,33162.1484,46.9608
53528,,,81,429.3523,27.9359,,,,,,,,,,,
53626,,,98,458.1254,26.8214,,,,,,,,,,,
53684,,,58,303.7815,27.2697,,,,,,,,,,,
53739,,,55,294.1936,27.2716,,,,,,,,,,,
53834,,,95,489.6892,28.1003,,,,,,,,,,,
53924,,,90,428.5418,27.6799,,,,,,,,,,,
53981,,,57,299.3383,26.2229,,,,,,,,,,,
54000,,,,,,50,50,42,15.9733,20.3765,-790.0037,340.6539,20.3765,5119.8711,27547.7227,58.5987
54041,,,60,314.6146,27.7462,,,,,,,,,,,
54169,,,128,662.8533,32.5006,,,,,,,,,,,
54255,,,86,454.9897,26.7202,,,,,,,,,,,
54277,,,22,106.8903,25.6669,,,,,,,,,,,
54340,,,63,298.0538,26.4398,,,,,,,,,,,
54469,,,129,602.5297,27.7479,,,,,,,,,,,
54493,,,24,116.9066,27.4811,,,,,,,,,,,
54500,,,,,,50,50,43,14.601,20.5298,-840.0051,364.9751,20.5298,3961.3491,24112.2012,47.1797
54574,,,81,413.6602,28.9794,,,,,,,,,,,
54655,,,81,423.2852,28.751,,,,,,,,,,,
54724,,,69,351.9294,28.8046,,,,,,,,,,,
54853,,,129,647.7908,26.8287,,,,,,,,,,,
54934,,,81,418.4015,29.9804,,,,,,,,,,,
54958,,,24,118.7624,29.0013,,,,,,,,,,,
55000,,,,,,50,50,41,15.396,21.0291,-781.1785,312.3828,21.0291,3842.1067,29049.1445,54.2758
55000,381.4934,75.2,,,,,,,,,,,,,,
55080,,,122,612.4892,21.8113,,,,,,,,,,,
55131,,,51,235.5541,27.5251,,,,,,,,,,,
55240,,,109,574.8789,25.5843,,,,,,,,,,,
55312,,,72,341.6114,26.5882,,,,,,,,,,,
55414,,,102,481.1414,26.4302,,,,,,,,,,,
55470,,,56,293.6556,26.1373,,,,,,,,,,,
55500,,,,,,50,50,40,16.8921,21.4283,-795.22,337.7326,21.4283,4386.4028,35050.9883,62.4572
55556,,,86,437.2795,32.9348,,,,,,,,,,,
55638,,,82,392.7983,27.3328,,,,,,,,,,,
55742,,,104,484.3785,27.1366,,,,,,,,,,,
55880,,,138,701.3139,28.7601,,,,,,,,,,,
55933,,,53,261.9958,27.7863,,,,,,,,,,,
56000,,,,,,50,50,42,14.2139,21.217,-740.119,348.4116,21.217,3693.1821,44835.4258,60.2673
56022,,,89,441.4352,28.5617,,,,,,,,,,,
56124,,,102,565.4953,28.1466,,,,,,,,,,,
56252,,,128,551.3886,31.3041,,,,,,,,,,,
56272,,,20,96.2488,31.7125,,,,,,,,,,,
56386,,,114,512.8239,32.1285,,,,,,,,,,,
56441,,,55,279.333,32.1479,,,,,,,,,,,
56500,,,,,,50,50,40,15.5126,20.4175,-822.7769,407.9231,20.4175,3557.1567,31486.041,54.681
56522,,,81,385.2865,35.8396,,,,,,,,,,,
56623,,,101,538.1497,31.166,,,,,,,,,,,
56689,,,66,334.454,28.4573,,,,,,,,,,,
56772,,,83,421.9119,27.7358,,,,,,,,,,,
56840,,,68,322.1774,28.3387,,,,,,,,,,,
56917,,,77,388.1652,26.557,,,,,,,,,,,
56946,,,29,143.6587,24.7853,,,,,,,,,,,
57000,,,,,,50,50,41,17.7708,21.7129,-741.068,270.6839,21.7129,3844.8042,28286.1582,55.7942
57005,,,59,270.9406,27.5254,,,,,,,,,,,
57087,,,82,371.7913,27.1796,,,,,,,,,,,
57109,,,22,108.562,25.9647,,,,,,,,,,,
57189,,,80,419.8876,26.5131,,,,,,,,,,,
57215,,,26,125.3718,28.1728,,,,,,,,,,,
57259,,,44,202.9427,25.699,,,,,,,,,,,
57337,,,78,363.8078,26.8591,,,,,,,,,,,
57412,,,75,375.1106,31.5487,,,,,,,,,,,
57500,,,,,,50,50,39,15.8504,22.3018,-733.2703,355.5345,22.3018,3291.2791,26863.7207,43.6532
57523,,,111,548.1288,27.3365,,,,,,,,,,,
57543,,,20,97.4074,31.4751,,,,,,,,,,,
57602,,,59,309.7072,29.0218,,,,,,,,,,,
57671,,,69,360.8839,27.7313,,,,,,,,,,,
57744,,,73,389.9435,30.3099,,,,,,,,,,,
57829,,,85,440.9351,25.5884,,,,,,,,,,,
57909,,,80,405.2431,32.2768,,,,,,,,,,,
57953,,,44,227.4649,26.8381,,,,,,,,,,,
58000,,,,,,50,50,41,15.7475,21.7311,-796.3184,291.3679,21.7311,3148.1714,25666.5605,45.9331
58021,,,68,345.4149,27.7998,,,,,,,,,,,
58044,,,23,113.4537,29.5578,,,,,,,,,,,
58170,,,126,585.7267,21.5904,,,,,,,,,,,
58268,,,98,446.5618,22.4574,,,,,,,,,,,
58376,,,108,519.3032,21.982,,,,,,,,,,,
58437,,,61,293.8931,20.9836,,,,,,,,,,,
58500,,,,,,50,50,39,18.4739,23.4166,-787.304,318.8589,23.4166,2836.4482,25987.1445,71.3157
58519,,,82,440.3572,20.3666,,,,,,,,,,,
58621,,,102,551.3497,21.0802,,,,,,,,,,,
58699,,,78,390.0482,20.965,,,,,,,,,,,
58724,,,25,123.799,22.9266,,,,,,,,,,,
58781,,,57,290.3697,21.2265,,,,,,,,,,,
58851,,,70,343.2481,21.1793,,,,,,,,,,,
58933,,,82,404.3412,20.4558,,,,,,,,,,,
59000,,,,,,50,50,42,15.5348,21.9832,-832.2319,288.6516,21.9832,3419.0774,34451.3125,80.6525
59016,,,83,371.7728,20.9737,,,,,,,,,,,
59118,,,102,487.0843,23.8642,,,,,,,,,,,
59173,,,55,292.2127,28.4994,,,,,,,,,,,
59230,,,57,267.7407,29.2021,,,,,,,,,,,
59310,,,80,389.6966,29.3841,,,,,,,,,,,
59410,,,100,440.5814,27.8553,,,,,,,,,,,
59471,,,61,316.6581,33.6806,,,,,,,,,,,
59500,,,,,,50,50,42,15.4522,23.6614,-716.8342,288.546,23.6614,2972.2605,31074.5645,56.1779
59523,,,52,238.3753,29.2029,,,,,,,,,,,
59608,,,85,370.8356,26.9951,,,,,,,,,,,
59701,,,93,439.7191,28.7477,,,,,,,,,,,
59782,,,81,416.2664,26.8991,,,,,,,,,,,
59803,,,21,100.6135,33.6436,,,,,,,,,,,
59885,,,82,418.4851,27.0882,,,,,,,,,,,
59946,,,61,306.6756,27.6022,,,,,,,,,,,
60000,,,,,,50,50,43,14.1564,22.0393,-769.3177,342.7888,22.0393,2758.8696,27079.8789,93.2784
60000,323.444,69.2,,,,,,,,,,,,,,
60029,,,83,394.9559,21.6173,,,,,,,,,,,
60085,,,56,261.7002,29.4122,,,,,,,,,,,
60148,,,63,274.6296,29.7275,,,,,,,,,,,
60252,,,104,557.1074,29.744,,,,,,,,,,,
60310,,,58,258.1464,25.9622,,,,,,,,,,,
60406,,,96,460.7802,26.3707,,,,,,,,,,,
60487,,,81,387.067,31.0022,,,,,,,,,,,
60500,,,,,,50,50,41,15.8876,21.2366,-838.9034,287.6019,21.2366,2983.8252,28994.4453,62.7661
60585,,,98,456.1668,28.7304,,,,,,,,,,,
60653,,,68,326.5551,26.0033,,,,,,,,,,,
60771,,,118,571.1683,27.1175,,,,,,,,,,,
60825,,,54,275.4307,25.9403,,,,,,,,,,,
60893,,,68,341.3551,25.4496,,,,,,,,,,,
61000,,,,,,50,50,41,14.3225,23.5934,-779.7222,346.4301,23.5934,2341.7456,22721.1582,62.6772
61002,,,109,543.7584,27.6126,,,,,,,,,,,
61065,,,63,333.4635,29.4222,,,,,,,,,,,
61099,,,34,171.4551,27.379,,,,,,,,,,,
61162,,,63,283.0712,27.121,,,,,,,,,,,
61232,,,70,367.2996,26.7098,,,,,,,,,,,
61306,,,74,385.8851,34.5428,,,,,,,,,,,
61401,,,95,458.194,28.4945,,,,,,,,,,,
61465,,,64,309.7275,27.9431,,,,,,,,,,,
61500,,,,,,50,50,40,15.9891,23.2374,-743.6119,282.3162,23.2374,2672.5752,30343.6602,70.2186
61539,,,74,331.9924,28.3265,,,,,,,,,,,
61615,,,76,402.4695,28.7721,,,,,,,,,,,
61721,,,106,495.0902,27.8328,,,,,,,,,,,
61781,,,60,307.0627,28.0269,,,,,,,,,,,
61843,,,62,313.2715,30.7404,,,,,,,,,,,
61957,,,114,566.485,26.9745,,,,,,,,,,,
62000,,,,,,50,50,40,17.1097,26.2171,-711.4734,347.5924,26.2171,3769.5913,43370.3242,65.7579
62059,,,102,441.3352,30.5803,,,,,,,,,,,
62217,,,158,705.8101,31.9291,,,,,,,,,,,
62331,,,114,609.1517,27.4814,,,,,,,,,,,
62469,,,138,666.1416,27.9087,,,,,,,,,,,
62500,,,,,,50,50,40,15.5543,22.6441,-816.7158,296.658,22.6441,2742.5742,27684.4453,59.8142
62508,,,39,184.6819,27.4521,,,,,,,,,,,
62627,,,119,583.4693,27.9831,,,,,,,,,,,
62663,,,36,159.5461,34.2543,,,,,,,,,,,
62722,,,59,291.2861,27.8082,,,,,,,,,,,
62794,,,72,375.1988,26.7704,,,,,,,,,,,
62918,,,124,551.9059,28.1009,,,,,,,,,,,
63000,,,,,,50,50,43,13.7273,23.3215,-754.8084,328.494,23.3215,2856.1245,33890.6719,67.3277
