env_steps,return,length,train/length,train/return,FPS,rank-3,rank-2,rank-1,cond,l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm
63027,,,109,532.1121,27.8827,,,,,,,,,,,
63057,,,30,141.1429,25.2248,,,,,,,,,,,
63185,,,128,627.1202,30.362,,,,,,,,,,,
63268,,,83,410.6893,27.3448,,,,,,,,,,,
63381,,,113,519.2843,29.3814,,,,,,,,,,,
63473,,,92,445.1804,25.5367,,,,,,,,,,,
63500,,,,,,50,50,45,13.3135,22.8451,-794.3573,326.8806,22.8451,2398.502,25142.6602,74.2413
63612,,,139,669.0833,26.0619,,,,,,,,,,,
63686,,,74,345.3209,29.0445,,,,,,,,,,,
63766,,,80,352.9759,28.2601,,,,,,,,,,,
63873,,,107,491.618,27.3021,,,,,,,,,,,
63951,,,78,389.7168,27.2846,,,,,,,,,,,
64000,,,,,,50,50,41,15.0691,24.1039,-799.0116,342.5343,24.1039,2669.0134,36850.0625,108.7265
64083,,,132,618.2317,28.7365,,,,,,,,,,,
64138,,,55,270.3421,28.7632,,,,,,,,,,,
64217,,,79,435.8049,30.4912,,,,,,,,,,,
64277,,,60,298.8772,29.7505,,,,,,,,,,,
64325,,,48,243.8025,31.4249,,,,,,,,,,,
64407,,,82,397.9716,28.895,,,,,,,,,,,
64472,,,65,303.0233,32.2181,,,,,,,,,,,
64500,,,,,,50,50,43,13.8724,23.1061,-765.9894,326.5103,23.1061,2675.6421,25609.2266,71.8979
64545,,,73,353.8245,28.0717,,,,,,,,,,,
64623,,,78,360.2361,27.88,,,,,,,,,,,
64713,,,90,432.4153,28.0816,,,,,,,,,,,
64788,,,75,348.3101,26.6762,,,,,,,,,,,
64857,,,69,289.8232,33.0059,,,,,,,,,,,
64896,,,39,177.3805,26.4388,,,,,,,,,,,
64938,,,42,207.6661,27.2929,,,,,,,,,,,
65000,,,,,,50,50,41,16.1865,24.9317,-678.9206,326.0064,24.9317,2824.7129,34697.0312,63.2006
65000,412.3335,83.2,,,,,,,,,,,,,,
65005,,,67,335.9726,19.5927,,,,,,,,,,,
65051,,,46,211.202,29.7363,,,,,,,,,,,
65116,,,65,310.4683,27.0242,,,,,,,,,,,
65178,,,62,318.2433,27.7622,,,,,,,,,,,
65280,,,102,512.9089,32.8508,,,,,,,,,,,
65355,,,75,361.1447,31.8343,,,,,,,,,,,
65440,,,85,418.6846,29.3868,,,,,,,,,,,
65500,,,,,,50,50,43,14.7817,24.1519,-757.9537,339.0107,24.1519,2792.0835,34209.8477,63.2156
65510,,,70,367.4651,28.2286,,,,,,,,,,,
65591,,,81,372.9492,26.8345,,,,,,,,,,,
65697,,,106,502.3548,28.5594,,,,,,,,,,,
65757,,,60,309.8995,28.2451,,,,,,,,,,,
65852,,,95,480.4046,27.6017,,,,,,,,,,,
65957,,,105,560.3985,28.087,,,,,,,,,,,
66000,,,,,,50,50,40,16.9904,23.6668,-758.759,330.4544,23.6668,2935.0723,35073.75,83.1821
66010,,,53,253.0201,27.5816,,,,,,,,,,,
66107,,,97,449.5625,27.3844,,,,,,,,,,,
66172,,,65,332.0243,25.711,,,,,,,,,,,
66251,,,79,391.6808,28.6971,,,,,,,,,,,
66274,,,23,113.1599,30.0966,,,,,,,,,,,
66298,,,24,116.855,33.7472,,,,,,,,,,,
66322,,,24,116.7595,29.4237,,,,,,,,,,,
66409,,,87,425.4178,26.4537,,,,,,,,,,,
66439,,,30,149.0371,28.1131,,,,,,,,,,,
66500,,,,,,50,50,42,14.3904,22.1073,-780.7608,330.3288,22.1073,3054.7803,33141.582,70.6146
66508,,,69,323.7376,27.4852,,,,,,,,,,,
66600,,,92,468.753,27.8266,,,,,,,,,,,
66683,,,83,455.1863,27.436,,,,,,,,,,,
66774,,,91,453.7977,28.8731,,,,,,,,,,,
66804,,,30,147.1782,35.6166,,,,,,,,,,,
66882,,,78,407.1214,30.6826,,,,,,,,,,,
66992,,,110,565.4293,28.4824,,,,,,,,,,,
67000,,,,,,50,50,41,14.8261,23.681,-699.5651,356.3513,23.681,3002.6267,32857.8008,64.5024
67052,,,60,323.3743,26.8313,,,,,,,,,,,
67106,,,54,274.8821,27.5468,,,,,,,,,,,
67156,,,50,252.7279,27.0749,,,,,,,,,,,
67181,,,25,121.7344,28.1769,,,,,,,,,,,
67272,,,91,475.8089,28.9818,,,,,,,,,,,
67301,,,29,143.2696,28.344,,,,,,,,,,,
67354,,,53,278.1201,25.5083,,,,,,,,,,,
67435,,,81,421.9771,29.5271,,,,,,,,,,,
67500,,,,,,50,50,40,15.2303,24.3907,-744.0287,337.8027,24.3907,2660.3721,27490.9648,60.6543
67529,,,94,516.7902,28.1189,,,,,,,,,,,
67584,,,55,287.65,26.5626,,,,,,,,,,,
67607,,,23,112.0297,28.7817,,,,,,,,,,,
67788,,,181,806.6512,29.9736,,,,,,,,,,,
67859,,,71,382.2589,29.675,,,,,,,,,,,
67952,,,93,499.8159,28.1336,,,,,,,,,,,
68000,,,,,,50,50,40,14.524,25.4192,-715.4432,336.5396,25.4192,2992.2231,29848.6816,78.9727
68021,,,69,375.942,28.9047,,,,,,,,,,,
68085,,,64,313.0258,29.5463,,,,,,,,,,,
68153,,,68,372.0087,26.3384,,,,,,,,,,,
68219,,,66,362.6112,31.2958,,,,,,,,,,,
68364,,,145,707.2275,30.1069,,,,,,,,,,,
68433,,,69,354.4364,27.8758,,,,,,,,,,,
68495,,,62,330.3381,27.3199,,,,,,,,,,,
68500,,,,,,50,50,42,14.9548,26.1017,-720.7051,361.7981,26.1017,3134.0591,39764.4805,61.1488
68625,,,130,604.4851,25.9337,,,,,,,,,,,
68692,,,67,359.7779,24.6492,,,,,,,,,,,
68744,,,52,285.7261,25.1375,,,,,,,,,,,
68820,,,76,391.8743,25.6345,,,,,,,,,,,
68903,,,83,451.5997,24.3938,,,,,,,,,,,
68959,,,56,310.7737,24.6763,,,,,,,,,,,
68997,,,38,195.8717,26.4655,,,,,,,,,,,
69000,,,,,,50,50,40,15.7494,25.6881,-729.6029,348.4525,25.6881,2860.9854,44986.6367,93.2752
69065,,,68,354.9486,24.7217,,,,,,,,,,,
69138,,,73,389.8596,24.3268,,,,,,,,,,,
69196,,,58,298.4484,26.3378,,,,,,,,,,,
69262,,,66,312.5733,25.6148,,,,,,,,,,,
69364,,,102,500.2565,25.2101,,,,,,,,,,,
69469,,,105,556.0822,24.2746,,,,,,,,,,,
69500,,,,,,50,50,42,13.8314,26.1074,-742.0658,356.1442,26.1074,3582.4155,55004.2344,71.3685
69563,,,94,479.7364,24.6593,,,,,,,,,,,
69638,,,75,405.0394,28.3745,,,,,,,,,,,
69737,,,99,510.237,25.0664,,,,,,,,,,,
69836,,,99,478.3892,26.7751,,,,,,,,,,,
69946,,,110,563.8367,23.6378,,,,,,,,,,,
70000,,,,,,50,50,43,14.2616,25.3639,-776.2983,372.0833,25.3639,2963.8022,44771.6953,58.6684
70000,394.2191,81.0,,,,,,,,,,,,,,
70005,,,59,305.988,17.962,,,,,,,,,,,
70091,,,86,450.2302,23.7967,,,,,,,,,,,
70178,,,87,478.4343,23.687,,,,,,,,,,,
70241,,,63,329.4296,24.0342,,,,,,,,,,,
70299,,,58,294.8824,24.5646,,,,,,,,,,,
70382,,,83,431.9248,28.803,,,,,,,,,,,
70483,,,101,491.6736,23.1752,,,,,,,,,,,
70500,,,,,,50,50,45,12.3306,26.5076,-758.5526,333.1203,26.5076,3376.3508,41656.6367,64.9499
70542,,,59,302.198,29.648,,,,,,,,,,,
70642,,,100,518.3013,24.2808,,,,,,,,,,,
70712,,,70,346.8446,23.5239,,,,,,,,,,,
70781,,,69,313.0571,24.7482,,,,,,,,,,,
70872,,,91,422.722,24.6674,,,,,,,,,,,
70928,,,56,270.3783,23.5052,,,,,,,,,,,
70993,,,65,323.3452,25.1009,,,,,,,,,,,
71000,,,,,,50,50,42,15.8692,25.0719,-768.2161,383.1142,25.0719,3130.3848,43143.7695,59.7637
71087,,,94,444.6717,26.6907,,,,,,,,,,,
71148,,,61,287.2762,26.6574,,,,,,,,,,,
71196,,,48,223.9585,24.9324,,,,,,,,,,,
71257,,,61,322.2462,23.2481,,,,,,,,,,,
71327,,,70,320.4994,22.68,,,,,,,,,,,
71439,,,112,517.9263,24.6205,,,,,,,,,,,
71484,,,45,222.3788,27.3346,,,,,,,,,,,
71500,,,,,,50,50,41,15.7534,25.9858,-730.7354,389.4701,25.9858,2401.9282,33945.4883,78.7026
71588,,,104,541.2654,26.0606,,,,,,,,,,,
71640,,,52,262.0165,24.8632,,,,,,,,,,,
71731,,,91,422.3712,25.6406,,,,,,,,,,,
71777,,,46,229.0982,23.2274,,,,,,,,,,,
71838,,,61,287.7598,24.4678,,,,,,,,,,,
71954,,,116,532.2942,24.1112,,,,,,,,,,,
72000,,,,,,50,50,40,16.7142,24.6697,-772.8608,367.7107,24.6697,2684.2651,35345.9766,75.1625
72019,,,65,308.385,26.3346,,,,,,,,,,,
72132,,,113,573.1543,25.3371,,,,,,,,,,,
72201,,,69,316.5849,25.7639,,,,,,,,,,,
72271,,,70,310.7733,22.7788,,,,,,,,,,,
72404,,,133,605.2479,23.8711,,,,,,,,,,,
72452,,,48,222.4942,28.1833,,,,,,,,,,,
72500,,,,,,50,50,41,17.371,26.0666,-719.9929,376.7412,26.0666,2507.7861,33220.9805,73.4817
72558,,,106,486.5726,26.0963,,,,,,,,,,,
72654,,,96,445.3717,25.2089,,,,,,,,,,,
72793,,,139,644.1905,24.8387,,,,,,,,,,,
72916,,,123,616.3344,26.7209,,,,,,,,,,,
72954,,,38,186.0625,26.1313,,,,,,,,,,,
73000,,,,,,50,50,38,19.2679,27.1001,-738.7791,432.8896,27.1001,2636.1912,48352.4141,88.2999
73002,,,48,223.6785,26.1724,,,,,,,,,,,
73104,,,102,528.097,23.9356,,,,,,,,,,,
73174,,,70,341.9631,25.0797,,,,,,,,,,,
73314,,,140,665.0392,25.538,,,,,,,,,,,
73387,,,73,346.049,23.6743,,,,,,,,,,,
73497,,,110,510.6109,24.7356,,,,,,,,,,,
73500,,,,,,50,50,41,15.6193,25.9857,-791.549,385.2703,25.9857,2636.0349,34778.3477,79.2855
73574,,,77,366.6262,23.9629,,,,,,,,,,,
73615,,,41,196.4499,26.3792,,,,,,,,,,,
73709,,,94,410.9422,24.6191,,,,,,,,,,,
73822,,,113,515.6628,23.1064,,,,,,,,,,,
73889,,,67,337.5142,23.7935,,,,,,,,,,,
73959,,,70,341.8733,26.5854,,,,,,,,,,,
74000,,,,,,50,50,42,13.9801,27.7772,-724.5352,360.9946,27.7772,2759.7866,37611.3438,85.8892
74012,,,53,250.5285,23.6123,,,,,,,,,,,
74121,,,109,555.066,25.7017,,,,,,,,,,,
74175,,,54,250.4986,24.8994,,,,,,,,,,,
74254,,,79,415.1214,25.4184,,,,,,,,,,,
74370,,,116,523.1412,28.293,,,,,,,,,,,
74468,,,98,481.8854,23.862,,,,,,,,,,,
74500,,,,,,50,50,41,14.9316,28.4601,-722.4669,460.8898,28.4601,2404.3999,33090.1914,70.7743
74566,,,98,504.7215,24.1706,,,,,,,,,,,
74619,,,53,246.5283,24.7275,,,,,,,,,,,
74690,,,71,368.3155,25.4632,,,,,,,,,,,
74735,,,45,201.2285,26.3492,,,,,,,,,,,
74802,,,67,314.3141,25.5782,,,,,,,,,,,
74880,,,78,379.4843,24.6787,,,,,,,,,,,
74990,,,110,567.3434,24.3995,,,,,,,,,,,
75000,,,,,,50,50,43,14.6703,28.7899,-710.3694,398.864,28.7899,2403.8955,28148.3398,89.3708
75000,375.5093,79.3,,,,,,,,,,,,,,
75077,,,87,394.1337,18.5629,,,,,,,,,,,
75145,,,68,325.287,24.48,,,,,,,,,,,
75280,,,135,578.5229,26.1702,,,,,,,,,,,
75355,,,75,346.0938,24.4058,,,,,,,,,,,
75395,,,40,174.8855,24.9139,,,,,,,,,,,
75462,,,67,322.2599,25.0025,,,,,,,,,,,
75500,,,,,,50,50,41,14.5748,28.6933,-738.7235,405.8095,28.6933,2210.7427,26502.8926,87.1287
75510,,,48,208.1927,26.4467,,,,,,,,,,,
75570,,,60,274.4389,24.2521,,,,,,,,,,,
75630,,,60,262.3703,24.45,,,,,,,,,,,
75734,,,104,482.7738,24.2554,,,,,,,,,,,
75794,,,60,271.7722,26.2064,,,,,,,,,,,
75837,,,43,185.9126,26.6858,,,,,,,,,,,
75902,,,65,288.8336,24.1887,,,,,,,,,,,
75944,,,42,187.7996,28.6634,,,,,,,,,,,
76000,,,,,,50,50,42,16.6855,27.6721,-707.7083,449.3319,27.6721,2577.6438,32287.6836,82.3255
76036,,,92,399.8309,24.3358,,,,,,,,,,,
76091,,,55,255.9998,23.6846,,,,,,,,,,,
76153,,,62,270.0347,22.6966,,,,,,,,,,,
76220,,,67,279.9315,24.1873,,,,,,,,,,,
76316,,,96,459.3918,23.7978,,,,,,,,,,,
76387,,,71,349.9564,22.6782,,,,,,,,,,,
76497,,,110,520.6859,24.5057,,,,,,,,,,,
76500,,,,,,50,50,41,15.5832,26.7472,-763.1144,398.7267,26.7472,2959.8496,45035.6055,81.7579
76584,,,87,436.0747,24.3103,,,,,,,,,,,
76710,,,126,611.3767,25.0201,,,,,,,,,,,
76762,,,52,233.4742,25.3486,,,,,,,,,,,
76847,,,85,386.9971,24.0551,,,,,,,,,,,
76949,,,102,488.3169,24.2142,,,,,,,,,,,
77000,,,,,,50,50,42,15.4826,27.9978,-769.3419,482.2755,27.9978,2638.8291,34174.3516,77.6871
77034,,,85,426.3707,23.9545,,,,,,,,,,,
77120,,,86,399.1195,24.7351,,,,,,,,,,,
77200,,,80,409.2423,24.2525,,,,,,,,,,,
77303,,,103,485.3163,26.5992,,,,,,,,,,,
77376,,,73,352.7223,23.0788,,,,,,,,,,,
77444,,,68,342.4794,26.1805,,,,,,,,,,,
77500,,,,,,50,50,41,14.955,27.8046,-749.3897,380.4644,27.8046,2998.8315,32303.4375,68.8492
77546,,,102,495.2872,24.6481,,,,,,,,,,,
77607,,,61,299.574,26.0222,,,,,,,,,,,
77705,,,98,484.9105,23.7948,,,,,,,,,,,
77725,,,20,96.6552,23.7593,,,,,,,,,,,
77844,,,119,587.5235,25.438,,,,,,,,,,,
77901,,,57,252.5379,24.675,,,,,,,,,,,
77970,,,69,345.8376,23.3494,,,,,,,,,,,
78000,,,,,,50,50,42,14.756,28.278,-760.0181,434.114,28.278,3385.7961,56251.8828,97.7973
78058,,,88,438.0754,24.0572,,,,,,,,,,,
78124,,,66,310.6961,24.0749,,,,,,,,,,,
78209,,,85,391.8898,24.8473,,,,,,,,,,,
78291,,,82,368.8601,27.3601,,,,,,,,,,,
78374,,,83,401.5941,24.1592,,,,,,,,,,,
78419,,,45,203.7311,23.0489,,,,,,,,,,,
78482,,,63,280.3632,25.9989,,,,,,,,,,,
78500,,,,,,50,50,42,14.9274,30.831,-695.9018,483.6855,30.831,2495.105,31708.2598,89.8645
78541,,,59,273.3393,24.0918,,,,,,,,,,,
78619,,,78,361.0488,23.8405,,,,,,,,,,,
78779,,,160,764.5336,24.4455,,,,,,,,,,,
78847,,,68,308.3292,23.6722,,,,,,,,,,,
78943,,,96,446.8306,22.5846,,,,,,,,,,,
79000,,,,,,50,50,41,16.6466,29.3823,-711.9128,481.4222,29.3823,2999.6416,42400.4961,77.6766
79055,,,112,503.9844,24.8907,,,,,,,,,,,
79127,,,72,332.4551,25.3844,,,,,,,,,,,
79224,,,97,442.8371,23.4395,,,,,,,,,,,
79332,,,108,495.2048,23.6769,,,,,,,,,,,
79437,,,105,498.3203,24.0258,,,,,,,,,,,
79500,,,,,,50,50,41,14.8668,29.2415,-751.6949,464.5726,29.2415,3159.2014,45446.3828,85.6703
79511,,,74,317.8571,24.4792,,,,,,,,,,,
79631,,,120,579.3755,26.6255,,,,,,,,,,,
79696,,,65,305.8432,28.0485,,,,,,,,,,,
79772,,,76,343.3853,27.7712,,,,,,,,,,,
79865,,,93,430.5025,25.327,,,,,,,,,,,
79970,,,105,493.1757,27.7779,,,,,,,,,,,
80000,,,,,,50,50,42,14.2953,31.6855,-743.7798,406.9077,31.6855,2834.4199,35566.6055,102.8247
80000,390.7136,81.9,,,,,,,,,,,,,,
80042,,,72,362.1892,17.06,,,,,,,,,,,
80156,,,114,578.2103,23.7118,,,,,,,,,,,
80271,,,115,629.4963,24.5897,,,,,,,,,,,
80330,,,59,289.2154,25.0675,,,,,,,,,,,
80407,,,77,348.0131,23.7187,,,,,,,,,,,
80500,,,,,,50,50,41,16.583,30.0675,-694.2487,441.6715,30.0675,2954.001,42067.7695,94.5036
80525,,,118,543.4515,24.6878,,,,,,,,,,,
80612,,,87,387.3888,24.3835,,,,,,,,,,,
80703,,,91,420.5631,23.5249,,,,,,,,,,,
80816,,,113,578.0295,24.0781,,,,,,,,,,,
80913,,,97,483.8246,24.443,,,,,,,,,,,
81000,,,,,,50,50,40,17.2453,29.0599,-778.3118,491.3075,29.0599,3365.5293,57029.4844,103.7784
81025,,,112,554.4029,23.8088,,,,,,,,,,,
81185,,,160,774.4501,24.9003,,,,,,,,,,,
81239,,,54,268.8843,24.1578,,,,,,,,,,,
81271,,,32,154.1091,26.655,,,,,,,,,,,
81410,,,139,677.5056,27.0044,,,,,,,,,,,
81471,,,61,285.7389,26.8748,,,,,,,,,,,
81500,,,,,,50,50,39,16.7143,28.1773,-807.2244,472.437,28.1773,3054.5696,41414.0234,90.0607
81565,,,94,500.6304,24.6205,,,,,,,,,,,
81673,,,108,533.9927,23.2863,,,,,,,,,,,
81768,,,95,462.3269,24.0665,,,,,,,,,,,
81855,,,87,456.8442,23.2496,,,,,,,,,,,
81933,,,78,387.7689,23.8333,,,,,,,,,,,
82000,,,,,,50,50,42,15.9239,27.8204,-757.8911,450.9938,27.8204,2544.5037,36720.7734,81.3078
82004,,,71,343.2744,27.0206,,,,,,,,,,,
82107,,,103,529.0789,25.7477,,,,,,,,,,,
82168,,,61,314.5087,23.4203,,,,,,,,,,,
82297,,,129,661.1411,25.2968,,,,,,,,,,,
82386,,,89,444.9281,23.4463,,,,,,,,,,,
82500,,,,,,50,50,41,16.3732,28.4761,-741.3426,489.7118,28.4761,3608.8054,61748.4102,87.3183
82517,,,131,614.0987,24.4278,,,,,,,,,,,
82583,,,66,340.557,24.2923,,,,,,,,,,,
82676,,,93,458.7891,25.5999,,,,,,,,,,,
82739,,,63,321.2347,27.8245,,,,,,,,,,,
82814,,,75,373.8139,24.9596,,,,,,,,,,,
82954,,,140,666.9469,23.297,,,,,,,,,,,
83000,,,,,,50,50,43,14.4881,31.5324,-742.7738,470.8988,31.5324,3657.5774,57417.1758,82.8327
83030,,,76,376.2973,24.4183,,,,,,,,,,,
83174,,,144,676.8379,23.8678,,,,,,,,,,,
83350,,,176,879.3715,25.0773,,,,,,,,,,,
83420,,,70,349.2993,24.9132,,,,,,,,,,,
83482,,,62,314.023,26.2855,,,,,,,,,,,
83500,,,,,,50,50,42,16.4409,30.4001,-755.6594,506.3022,30.4001,3035.1313,46654.8906,84.2942
83540,,,58,284.0082,22.4279,,,,,,,,,,,
83588,,,48,234.476,24.0391,,,,,,,,,,,
83640,,,52,262.9319,25.9479,,,,,,,,,,,
83755,,,115,568.675,23.325,,,,,,,,,,,
83845,,,90,445.9501,25.5511,,,,,,,,,,,
83943,,,98,497.1305,24.7363,,,,,,,,,,,
84000,,,,,,50,50,40,15.2747,30.1163,-769.7859,482.4669,30.1163,3311.0559,48278.1289,89.1904
84013,,,70,332.3244,27.3671,,,,,,,,,,,
84056,,,43,214.506,27.038,,,,,,,,,,,
84102,,,46,223.7357,24.0715,,,,,,,,,,,
84175,,,73,348.5229,25.0662,,,,,,,,,,,
84229,,,54,271.456,25.5035,,,,,,,,,,,
84295,,,66,307.8028,23.9198,,,,,,,,,,,
84359,,,64,296.098,22.4202,,,,,,,,,,,
84460,,,101,513.4497,24.1205,,,,,,,,,,,
84500,,,,,,50,50,40,15.6041,31.8562,-711.162,499.5936,31.8562,2724.8564,43842.6641,92.861
84578,,,118,546.5531,24.6342,,,,,,,,,,,
84674,,,96,495.8028,27.0836,,,,,,,,,,,
84763,,,89,407.8973,23.6714,,,,,,,,,,,
84795,,,32,159.0217,24.4953,,,,,,,,,,,
84882,,,87,407.314,24.6937,,,,,,,,,,,
84981,,,99,467.4084,24.9823,,,,,,,,,,,
85000,,,,,,50,50,42,15.3661,32.2995,-753.177,487.463,32.2995,2557.1233,40389.6797,84.4594
85000,447.9172,93.2,,,,,,,,,,,,,,
85036,,,55,270.1387,15.2891,,,,,,,,,,,
85101,,,65,331.0333,25.5917,,,,,,,,,,,
85176,,,75,379.8252,24.3708,,,,,,,,,,,
85216,,,40,195.51,23.7973,,,,,,,,,,,
85338,,,122,612.5823,23.6554,,,,,,,,,,,
85481,,,143,702.7498,24.7159,,,,,,,,,,,
85500,,,,,,50,50,41,14.9619,32.4099,-754.9138,517.2418,32.4099,3064.5918,44621.0469,75.4628
85575,,,94,457.3197,24.4999,,,,,,,,,,,
85673,,,98,464.1844,24.132,,,,,,,,,,,
85787,,,114,602.396,24.4047,,,,,,,,,,,
85892,,,105,523.9307,24.0202,,,,,,,,,,,
85972,,,80,379.2869,26.8833,,,,,,,,,,,
86000,,,,,,50,50,42,15.0393,30.3669,-769.9695,400.0961,30.3669,2718.1318,49243.2188,118.5336
86089,,,117,564.8405,26.8487,,,,,,,,,,,
86183,,,94,437.9208,24.1578,,,,,,,,,,,
86246,,,63,318.0012,25.4137,,,,,,,,,,,
86313,,,67,310.94,24.0261,,,,,,,,,,,
86432,,,119,582.0469,24.8569,,,,,,,,,,,
86500,,,,,,50,50,40,15.6611,30.8092,-690.1923,522.2424,30.8092,3071.5737,43975.668,94.4152
86510,,,78,359.9295,25.3574,,,,,,,,,,,
86560,,,50,232.336,23.9124,,,,,,,,,,,
86696,,,136,677.9875,26.4343,,,,,,,,,,,
86799,,,103,496.9367,25.6966,,,,,,,,,,,
86913,,,114,549.9976,26.5161,,,,,,,,,,,
87000,,,,,,50,50,40,17.1214,30.2352,-753.2958,477.7007,30.2352,2643.8296,35633.1328,106.6416
