env_steps,return,length,l2,alm_loss,model_grad_norm,aux_loss,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
104500,,,0.036,-555.7841,7.4878,0.036,7.602,589.2291,8.827,,,
105000,,,0.0342,-562.7548,8.9502,0.0342,7.4741,445.274,10.459,,,
105000,8135.1918,1000.0,,,,,,,,,,
105000,,,,,,,,,,1000,7630.0201,87.5471
105500,,,0.0358,-565.9868,7.2467,0.0358,6.9528,452.5811,7.6965,,,
106000,,,0.0337,-569.2288,6.6567,0.0337,7.7339,324.3756,9.9702,,,
106000,,,,,,,,,,1000,7563.6381,105.2405
106500,,,0.0348,-575.0521,7.3298,0.0348,6.7973,423.9585,7.8515,,,
107000,,,0.0375,-566.2952,12.7652,0.0375,9.2829,577.3123,6.2503,,,
107000,,,,,,,,,,1000,8009.8715,104.7347
107500,,,0.0352,-578.1979,6.6289,0.0352,7.9067,350.4952,8.542,,,
108000,,,0.0374,-577.3368,8.8437,0.0374,7.2318,599.6619,16.8068,,,
108000,,,,,,,,,,1000,8080.889,102.8251
108500,,,0.0327,-592.3185,10.2724,0.0327,11.4033,494.1604,9.244,,,
109000,,,0.0311,-593.3729,12.6064,0.0311,8.7518,781.8555,11.4617,,,
109000,,,,,,,,,,1000,7819.6967,104.6706
109500,,,0.0327,-592.2795,7.8721,0.0327,7.8792,709.3889,10.9201,,,
110000,,,0.0321,-596.2801,8.9698,0.0321,8.4554,798.793,10.8756,,,
110000,8423.4933,1000.0,,,,,,,,,,
110000,,,,,,,,,,1000,7859.7926,89.7982
110500,,,0.0322,-597.5762,10.2115,0.0322,8.1661,490.4737,8.8841,,,
111000,,,0.0315,-602.4806,8.0177,0.0315,7.7757,862.3316,7.8906,,,
111000,,,,,,,,,,1000,7858.22,102.9248
111500,,,0.0302,-612.337,10.8044,0.0302,7.9895,541.2638,4.9887,,,
112000,,,0.0327,-609.958,7.8219,0.0327,7.214,568.6884,9.9128,,,
112000,,,,,,,,,,1000,7992.4493,101.3461
112500,,,0.0289,-621.9274,6.3888,0.0289,11.7318,1252.0154,8.4547,,,
113000,,,0.0314,-617.831,9.0619,0.0314,8.904,847.1525,7.5157,,,
113000,,,,,,,,,,1000,8264.2985,101.249
113500,,,0.0305,-624.018,8.0561,0.0305,7.1131,437.3732,10.3417,,,
114000,,,0.03,-625.4329,6.0091,0.03,8.0843,641.2548,6.668,,,
114000,,,,,,,,,,1000,8217.5522,102.6192
114500,,,0.0315,-629.2057,9.951,0.0315,9.7472,1209.0808,13.5923,,,
115000,,,0.0312,-635.7819,6.8948,0.0312,7.524,378.8467,9.8824,,,
115000,8643.503,1000.0,,,,,,,,,,
115000,,,,,,,,,,1000,8302.6929,91.0188
115500,,,0.0286,-636.6324,8.2566,0.0286,10.4799,1129.8064,7.8678,,,
116000,,,0.0277,-643.4707,10.006,0.0277,8.96,386.804,11.8417,,,
116000,,,,,,,,,,1000,8164.0792,104.0779
116500,,,0.0315,-644.049,12.4576,0.0315,8.149,385.4211,9.813,,,
117000,,,0.0301,-643.5021,6.3166,0.0301,8.4832,637.8956,8.255,,,
117000,,,,,,,,,,1000,7749.3873,104.1395
117500,,,0.027,-653.0544,7.6513,0.027,8.2553,789.4797,9.0905,,,
118000,,,0.0261,-659.4977,8.2706,0.0261,7.6159,671.4197,9.6476,,,
118000,,,,,,,,,,1000,8463.0594,103.0998
118500,,,0.029,-657.5061,10.6277,0.029,9.241,680.3049,5.6377,,,
119000,,,0.0283,-657.9667,9.848,0.0283,9.8075,429.0178,9.9865,,,
119000,,,,,,,,,,1000,8145.6673,102.4986
119500,,,0.0267,-661.9993,8.0418,0.0267,8.8261,972.3891,11.0583,,,
120000,,,0.0257,-669.2618,8.6812,0.0257,8.8191,996.8232,10.8621,,,
120000,8805.9112,1000.0,,,,,,,,,,
120000,,,,,,,,,,1000,8564.6035,88.9644
120500,,,0.0256,-673.0074,8.6667,0.0256,9.6469,1078.933,5.3522,,,
121000,,,0.0251,-677.0037,7.0914,0.0251,9.5389,792.8256,12.6648,,,
121000,,,,,,,,,,1000,8492.8003,103.3545
121500,,,0.0256,-675.3783,12.0365,0.0256,10.4959,1331.6495,8.4665,,,
122000,,,0.027,-680.2066,11.627,0.027,10.4986,1773.6882,9.5739,,,
122000,,,,,,,,,,1000,8301.4022,102.4939
122500,,,0.0248,-684.4276,8.2929,0.0248,9.8794,1369.9644,10.5673,,,
123000,,,0.0242,-685.8041,6.5676,0.0242,10.083,1542.1055,9.3957,,,
123000,,,,,,,,,,1000,8585.7221,104.7414
123500,,,0.0252,-686.4578,7.0594,0.0252,11.2174,1318.6801,10.7645,,,
124000,,,0.026,-696.3515,7.608,0.026,9.9486,663.8327,9.7759,,,
124000,,,,,,,,,,1000,8186.6427,101.7243
124500,,,0.0231,-693.8928,5.7501,0.0231,10.3549,1343.8408,9.5745,,,
125000,,,0.0259,-700.7612,8.8776,0.0259,9.2721,1201.0582,13.2942,,,
125000,8892.0847,1000.0,,,,,,,,,,
125000,,,,,,,,,,1000,8655.005,90.0604
125500,,,0.0257,-700.9101,10.6968,0.0257,10.5374,791.6987,11.3847,,,
126000,,,0.0232,-705.8839,7.1459,0.0232,8.076,903.1219,7.6787,,,
126000,,,,,,,,,,1000,8532.8912,103.1065
126500,,,0.0241,-707.7459,8.0908,0.0241,8.5105,706.6461,10.5402,,,
127000,,,0.025,-711.8418,6.4248,0.025,7.6292,271.151,8.4903,,,
127000,,,,,,,,,,1000,8531.0268,105.6664
127500,,,0.0235,-711.6003,8.8753,0.0235,11.0295,835.2307,12.4318,,,
128000,,,0.0215,-713.4169,6.5897,0.0215,11.065,1432.4269,8.2192,,,
128000,,,,,,,,,,1000,8329.0793,104.2972
128500,,,0.0261,-712.6108,11.5243,0.0261,11.5165,1255.9636,12.5285,,,
129000,,,0.021,-722.9817,5.3537,0.021,9.4531,604.6976,12.2671,,,
129000,,,,,,,,,,1000,8710.8262,105.6619
129500,,,0.0231,-721.7607,7.9387,0.0231,9.9103,526.8954,11.368,,,
130000,,,0.0222,-732.6053,13.5933,0.0222,12.1061,1264.0048,9.7675,,,
130000,9047.1248,1000.0,,,,,,,,,,
130000,,,,,,,,,,1000,8634.4391,91.5131
130500,,,0.022,-728.6767,6.2969,0.022,12.9739,401.8722,7.5429,,,
131000,,,0.0201,-734.1293,8.3094,0.0201,9.8567,754.8597,12.1579,,,
131000,,,,,,,,,,1000,8469.2873,105.0044
131500,,,0.0233,-732.1668,7.1162,0.0233,9.8437,1197.3579,14.9198,,,
132000,,,0.0213,-737.5466,6.6994,0.0213,8.4783,1053.7909,5.4909,,,
132000,,,,,,,,,,1000,8501.8604,104.316
132500,,,0.0201,-744.2535,11.0806,0.0201,12.0749,781.9035,9.1983,,,
133000,,,0.0203,-744.1861,6.671,0.0203,10.4809,790.0882,8.9176,,,
133000,,,,,,,,,,1000,8800.2586,104.6099
133500,,,0.0214,-745.4861,7.8428,0.0214,13.5928,1366.5671,9.5992,,,
134000,,,0.0196,-751.1231,8.0629,0.0196,10.256,1211.7103,8.0865,,,
134000,,,,,,,,,,1000,8625.3602,103.5745
134500,,,0.0205,-754.4144,11.8153,0.0205,9.7871,1299.3396,13.6615,,,
135000,,,0.0211,-758.5472,13.6533,0.0211,10.6977,1798.4644,16.8544,,,
135000,8812.3298,1000.0,,,,,,,,,,
135000,,,,,,,,,,1000,8347.4352,91.5812
135500,,,0.0201,-758.7169,8.0402,0.0201,9.3853,785.2411,10.5691,,,
136000,,,0.0178,-759.4519,10.5158,0.0178,12.623,1481.0233,8.0805,,,
136000,,,,,,,,,,1000,8757.9654,101.8493
136500,,,0.0233,-760.4909,7.5507,0.0233,9.0575,433.3294,6.5218,,,
137000,,,0.0197,-767.0282,8.4504,0.0197,11.275,2217.2302,9.2664,,,
137000,,,,,,,,,,1000,8683.546,101.9241
137500,,,0.0167,-768.1999,15.582,0.0167,11.4827,1591.5251,11.1283,,,
138000,,,0.0195,-770.4863,8.6532,0.0195,9.5497,1633.4591,10.8357,,,
138000,,,,,,,,,,1000,8239.4248,104.1983
138500,,,0.0191,-773.2495,9.4256,0.0191,12.5141,1358.1222,13.1934,,,
139000,,,0.0196,-778.6286,13.7399,0.0196,11.1882,1642.6763,14.3464,,,
139000,,,,,,,,,,1000,8898.6639,104.6129
139500,,,0.0183,-775.7776,7.6424,0.0183,9.4719,857.3762,11.4461,,,
140000,,,0.0196,-779.1569,6.4022,0.0196,13.3887,2351.1777,10.5666,,,
140000,9264.1799,1000.0,,,,,,,,,,
140000,,,,,,,,,,1000,8795.6396,89.1564
140500,,,0.017,-782.571,17.5661,0.017,11.5835,1290.7662,15.2841,,,
141000,,,0.0167,-786.2006,8.7421,0.0167,11.8652,2014.1191,9.5416,,,
141000,,,,,,,,,,1000,8744.2651,102.6224
141500,,,0.0167,-788.488,7.5957,0.0167,12.3364,2355.4133,7.255,,,
142000,,,0.0193,-790.3348,10.6784,0.0193,11.7188,1519.3474,8.7718,,,
142000,,,,,,,,,,1000,9049.9181,103.7543
142500,,,0.0167,-789.8502,7.0652,0.0167,11.2106,1254.5449,17.7518,,,
143000,,,0.0178,-794.2255,10.6078,0.0178,12.8774,1471.7048,14.5823,,,
143000,,,,,,,,,,1000,8935.3925,104.2219
143500,,,0.0198,-795.2979,5.744,0.0198,10.1895,1712.8511,9.4894,,,
144000,,,0.0188,-798.527,7.7954,0.0188,8.9433,893.7805,10.0055,,,
144000,,,,,,,,,,1000,8929.8215,102.4564
144500,,,0.0175,-802.0161,5.8537,0.0175,15.3726,1968.2961,9.0511,,,
145000,,,0.0191,-802.702,7.3448,0.0191,10.7054,1381.8898,9.5473,,,
145000,9546.7221,1000.0,,,,,,,,,,
145000,,,,,,,,,,1000,8205.1447,90.4834
145500,,,0.0155,-802.843,9.1638,0.0155,10.454,1865.905,10.5388,,,
146000,,,0.0176,-806.3986,7.971,0.0176,7.8504,1153.5353,5.1919,,,
146000,,,,,,,,,,1000,9080.2978,101.1959
146500,,,0.02,-807.1002,10.8222,0.02,10.8017,912.321,15.837,,,
147000,,,0.0172,-810.5085,9.1183,0.0172,12.8694,1335.0817,10.5685,,,
147000,,,,,,,,,,1000,8992.4568,104.2744
147500,,,0.0177,-814.4692,8.7277,0.0177,12.201,1077.5947,10.0685,,,
148000,,,0.0181,-817.593,11.673,0.0181,10.7943,1097.793,13.6202,,,
148000,,,,,,,,,,1000,9147.5516,104.9048
148500,,,0.0164,-821.3964,7.0344,0.0164,10.6867,1719.0316,5.4441,,,
149000,,,0.0176,-821.8596,8.936,0.0176,9.8002,1300.3595,8.9435,,,
149000,,,,,,,,,,1000,8906.2694,102.0697
149500,,,0.0178,-820.7777,10.6833,0.0178,9.0738,873.6377,9.6208,,,
150000,,,0.0153,-826.2177,6.0531,0.0153,10.8612,1273.4424,9.0213,,,
150000,9602.4173,1000.0,,,,,,,,,,
150000,,,,,,,,,,1000,9216.8198,88.049
150500,,,0.0207,-828.6039,10.8997,0.0207,11.3133,1319.0704,10.8472,,,
151000,,,0.0181,-829.8103,8.9504,0.0181,10.1365,1451.7244,19.9244,,,
151000,,,,,,,,,,1000,8937.6186,103.4344
151500,,,0.0155,-830.6346,5.2042,0.0155,11.9049,1898.5642,7.7323,,,
152000,,,0.0158,-830.1663,12.4481,0.0158,10.9171,1203.3142,10.9842,,,
152000,,,,,,,,,,1000,8994.3004,105.1002
152500,,,0.0191,-832.2256,17.0263,0.0191,17.5104,3394.46,7.7258,,,
153000,,,0.0175,-837.2635,9.7549,0.0175,9.8446,1128.6996,8.3902,,,
153000,,,,,,,,,,1000,8819.8962,105.4064
153500,,,0.0169,-838.9946,7.957,0.0169,10.2383,1047.2429,8.6739,,,
154000,,,0.0165,-840.8026,4.9034,0.0165,12.2215,1625.4617,6.7317,,,
154000,,,,,,,,,,1000,9034.3189,105.7404
154500,,,0.0171,-843.6337,6.4893,0.0171,11.4299,1866.8218,5.2142,,,
155000,,,0.0166,-845.0021,9.8093,0.0166,10.3529,1023.6148,12.7853,,,
155000,9329.4948,1000.0,,,,,,,,,,
155000,,,,,,,,,,1000,9214.598,89.6961
155500,,,0.0159,-846.4647,4.6309,0.0159,17.3721,2329.5837,5.8414,,,
156000,,,0.0154,-847.4673,11.0958,0.0154,11.9934,1192.3795,14.9149,,,
156000,,,,,,,,,,1000,8776.9269,102.5152
156500,,,0.0215,-848.6411,6.1367,0.0215,10.6797,907.4081,9.8106,,,
157000,,,0.017,-850.8462,6.5077,0.017,10.8434,614.8104,12.9601,,,
157000,,,,,,,,,,1000,9124.7628,103.1817
157500,,,0.0158,-855.6754,9.7279,0.0158,11.0572,1300.9298,6.8837,,,
158000,,,0.0174,-853.0813,4.1645,0.0174,12.2441,1976.1367,5.8621,,,
158000,,,,,,,,,,1000,9290.0914,105.1995
158500,,,0.0152,-856.3888,5.9131,0.0152,9.9624,1238.4548,12.6046,,,
159000,,,0.0155,-858.6585,8.1837,0.0155,13.535,1557.2164,10.2749,,,
159000,,,,,,,,,,1000,9365.5592,101.3291
159500,,,0.0164,-857.269,7.5778,0.0164,11.4154,1565.402,6.8406,,,
160000,,,0.0168,-862.0474,5.2197,0.0168,10.9135,868.1912,4.2568,,,
160000,9476.0519,1000.0,,,,,,,,,,
160000,,,,,,,,,,1000,9012.7069,90.5104
160500,,,0.0174,-865.4931,11.3832,0.0174,11.8381,1879.5955,9.5697,,,
161000,,,0.0162,-867.6619,6.9991,0.0162,10.4159,1351.5258,6.6266,,,
161000,,,,,,,,,,1000,8736.7685,103.8013
161500,,,0.0144,-866.917,8.2705,0.0144,11.2758,1746.916,7.3585,,,
162000,,,0.0145,-874.119,5.2242,0.0145,10.158,980.4382,6.6264,,,
162000,,,,,,,,,,1000,8733.3773,102.1909
162500,,,0.0185,-870.7305,9.0382,0.0185,10.9443,1801.822,5.66,,,
163000,,,0.0176,-875.7003,6.1896,0.0176,8.9563,971.7265,9.0321,,,
163000,,,,,,,,,,1000,9134.3184,102.8734
163500,,,0.0197,-875.6336,7.4115,0.0197,11.3303,1046.8884,11.2589,,,
164000,,,0.0173,-880.0016,6.9424,0.0173,10.7962,1888.8945,4.1845,,,
164000,,,,,,,,,,1000,9341.2889,104.869
164500,,,0.0178,-876.663,8.0785,0.0178,11.2555,1238.5623,5.6504,,,
165000,,,0.0182,-883.0079,7.1764,0.0182,14.2024,1351.761,7.9056,,,
165000,5361.8536,1000.0,,,,,,,,,,
165000,,,,,,,,,,1000,8976.8188,90.6184
165500,,,0.0181,-878.5208,7.3393,0.0181,11.6297,2057.0938,6.7217,,,
166000,,,0.0174,-880.749,6.8561,0.0174,12.5961,1893.947,6.5951,,,
166000,,,,,,,,,,1000,204.767,103.3376
166500,,,0.0165,-884.3362,8.6775,0.0165,13.4491,1415.611,7.3032,,,
167000,,,0.0162,-881.759,7.2425,0.0162,17.4443,1898.424,13.3756,,,
167000,,,,,,,,,,1000,9193.5833,104.6444
167500,,,0.0176,-886.9009,10.5,0.0176,14.5895,1468.0551,13.8982,,,
168000,,,0.0169,-886.2507,12.5351,0.0169,12.128,985.7878,11.731,,,
168000,,,,,,,,,,1000,8938.5566,103.6693
168500,,,0.0177,-891.4403,7.5471,0.0177,13.6043,1348.9952,10.4085,,,
169000,,,0.0152,-889.684,6.4849,0.0152,15.3856,2014.8268,9.2456,,,
169000,,,,,,,,,,1000,9452.3197,101.6055
169500,,,0.0151,-890.5214,6.0798,0.0151,13.7198,1574.6014,7.7335,,,
170000,,,0.0159,-894.6443,9.7404,0.0159,13.3819,2501.2007,9.5058,,,
170000,-344.045,1000.0,,,,,,,,,,
170000,,,,,,,,,,1000,-209.1103,87.7742
170500,,,0.0137,-895.1001,6.971,0.0137,18.23,4158.1201,11.4175,,,
171000,,,0.0153,-893.5759,5.8396,0.0153,12.8546,1182.9115,11.9563,,,
171000,,,,,,,,,,1000,-259.1656,104.7897
171500,,,0.0153,-892.6141,7.9807,0.0153,12.833,1216.7189,13.2834,,,
172000,,,0.0178,-895.3774,7.8692,0.0178,15.0299,2269.2249,14.1357,,,
172000,,,,,,,,,,1000,-189.2746,102.1687
172500,,,0.0158,-894.7878,5.7344,0.0158,10.524,1283.7815,8.0494,,,
173000,,,0.0152,-888.811,6.81,0.0152,12.6998,1602.2273,10.8434,,,
173000,,,,,,,,,,1000,6038.3631,103.3413
173500,,,0.0156,-899.6353,4.8803,0.0156,9.2713,862.8555,12.0593,,,
174000,,,0.0167,-898.1198,5.0881,0.0167,10.8846,1186.6055,11.4829,,,
174000,,,,,,,,,,1000,9422.0623,101.6089
174500,,,0.0152,-901.4919,5.7988,0.0152,12.2185,1936.8995,13.1032,,,
175000,,,0.0152,-899.8943,14.331,0.0152,11.3846,1897.5778,7.6589,,,
175000,8903.9088,1000.0,,,,,,,,,,
175000,,,,,,,,,,1000,8916.1517,90.6348
175500,,,0.0153,-904.5257,19.5489,0.0153,13.0437,1871.4718,15.9266,,,
176000,,,0.014,-907.2878,9.1712,0.014,10.5863,980.4279,13.9298,,,
176000,,,,,,,,,,1000,9296.5889,102.3937
176500,,,0.0145,-905.552,8.1263,0.0145,10.5973,787.1127,8.8962,,,
177000,,,0.0158,-904.7619,8.8758,0.0158,10.2823,928.5334,8.4834,,,
177000,,,,,,,,,,1000,9397.297,101.3718
177500,,,0.0152,-908.6587,15.9244,0.0152,11.8966,1019.9126,5.3317,,,
178000,,,0.0144,-908.8073,5.6276,0.0144,13.2424,1953.8579,9.13,,,
178000,,,,,,,,,,1000,9339.432,103.2072
178500,,,0.016,-908.8696,8.7685,0.016,12.1429,960.8652,14.8467,,,
179000,,,0.015,-917.4578,7.448,0.015,13.8519,2103.186,11.1563,,,
179000,,,,,,,,,,1000,9419.4954,103.2439
179500,,,0.0151,-913.0848,11.701,0.0151,10.128,400.3641,7.3898,,,
180000,,,0.0164,-914.5446,11.9255,0.0164,22.3316,3713.8606,11.2299,,,
180000,8909.5019,1000.0,,,,,,,,,,
180000,,,,,,,,,,1000,9459.8787,90.7466
180500,,,0.0149,-916.3196,6.3577,0.0149,11.0672,1188.47,13.3427,,,
181000,,,0.0159,-917.1731,10.7745,0.0159,10.8458,903.1353,10.3346,,,
181000,,,,,,,,,,1000,9340.7977,104.7097
181500,,,0.0138,-916.0919,5.9888,0.0138,13.577,762.3392,9.1911,,,
182000,,,0.0155,-922.9733,6.1287,0.0155,12.1947,1258.8867,11.5252,,,
182000,,,,,,,,,,1000,9162.4105,104.608
182500,,,0.0144,-916.3845,8.9196,0.0144,12.2584,766.3106,11.5207,,,
183000,,,0.0132,-925.0516,8.6227,0.0132,10.5813,1611.8304,12.52,,,
183000,,,,,,,,,,1000,9769.1385,104.5008
183500,,,0.0154,-923.2128,15.9624,0.0154,17.2225,1245.6226,17.948,,,
184000,,,0.0142,-922.2958,13.3377,0.0142,9.1518,1556.7076,7.0462,,,
184000,,,,,,,,,,1000,9736.5331,104.9539
184500,,,0.0143,-922.1032,9.0204,0.0143,14.5503,1779.9854,8.2079,,,
185000,,,0.0148,-920.1552,8.6163,0.0148,10.9919,1178.2758,15.545,,,
185000,8162.2459,1000.0,,,,,,,,,,
185000,,,,,,,,,,1000,-283.1925,91.0322
185500,,,0.0141,-917.2004,8.3648,0.0141,11.5407,633.3469,9.0303,,,
186000,,,0.0136,-926.1891,10.0577,0.0136,15.6104,2418.2148,10.7495,,,
186000,,,,,,,,,,1000,9290.2516,103.3474
186500,,,0.0152,-916.0573,12.2531,0.0152,14.3609,2020.207,10.3931,,,
187000,,,0.014,-927.2826,6.3294,0.014,13.9879,1225.9916,9.4524,,,
187000,,,,,,,,,,1000,9751.2248,101.6588
187500,,,0.0154,-927.689,7.9383,0.0154,12.3417,1552.6384,7.5777,,,
188000,,,0.0137,-927.3953,7.55,0.0137,16.6102,2306.6426,13.9909,,,
188000,,,,,,,,,,1000,5633.6465,104.1233
188500,,,0.0132,-921.5623,9.9046,0.0132,15.1952,1479.231,12.3103,,,
189000,,,0.0143,-922.3467,5.6001,0.0143,17.1255,2124.9746,11.5687,,,
189000,,,,,,,,,,1000,8029.9602,105.3539
189500,,,0.0145,-922.2986,17.4979,0.0145,12.6569,1376.0994,11.9936,,,
190000,,,0.0135,-926.518,8.0941,0.0135,15.0762,987.2557,12.4947,,,
190000,8441.9848,1000.0,,,,,,,,,,
190000,,,,,,,,,,1000,9830.4486,89.1576
190500,,,0.0118,-929.0327,7.5315,0.0118,13.5397,863.9537,17.3017,,,
191000,,,0.0146,-924.5776,6.6951,0.0146,14.8265,1028.7906,9.5872,,,
191000,,,,,,,,,,1000,9648.9052,101.6971
191500,,,0.0141,-931.3096,11.8266,0.0141,15.3269,1921.952,14.5341,,,
192000,,,0.0129,-937.7375,7.1169,0.0129,12.2668,1320.6577,8.4828,,,
192000,,,,,,,,,,1000,9756.6631,103.8159
192500,,,0.0129,-934.4958,15.6917,0.0129,26.016,5521.6558,10.5895,,,
193000,,,0.0139,-937.1758,15.9427,0.0139,15.1359,1764.2428,9.5632,,,
193000,,,,,,,,,,1000,9541.5437,102.5522
193500,,,0.0152,-933.6263,9.626,0.0152,13.559,1113.4337,9.0615,,,
194000,,,0.014,-938.3759,8.7056,0.014,14.6769,2067.8943,14.371,,,
194000,,,,,,,,,,1000,9117.1271,104.7133
194500,,,0.0145,-937.0618,8.0099,0.0145,12.4443,1330.0417,17.1741,,,
195000,,,0.0146,-937.8541,5.5657,0.0146,13.5167,1331.1183,9.2402,,,
195000,10373.1639,1000.0,,,,,,,,,,
195000,,,,,,,,,,1000,9693.363,90.5939
195500,,,0.0129,-931.4864,5.2556,0.0129,12.9982,2141.4707,8.1037,,,
196000,,,0.0152,-935.8827,10.6592,0.0152,12.6233,1718.9062,8.5246,,,
196000,,,,,,,,,,1000,10266.24,103.6724
196500,,,0.0141,-942.2137,10.6478,0.0141,11.8915,2089.6875,12.836,,,
197000,,,0.0138,-934.5602,17.7232,0.0138,15.6881,592.0522,21.7353,,,
197000,,,,,,,,,,1000,9457.7935,101.9508
197500,,,0.0134,-942.9388,7.0225,0.0134,11.2831,651.2052,10.8937,,,
198000,,,0.0138,-940.7715,6.5905,0.0138,9.9484,1046.8057,10.1189,,,
198000,,,,,,,,,,1000,9893.7872,102.4873
198500,,,0.014,-945.4012,15.9843,0.014,16.0914,2286.7732,14.5719,,,
199000,,,0.0157,-948.1332,8.1893,0.0157,15.649,2248.7561,14.3497,,,
199000,,,,,,,,,,1000,9807.794,103.1131
199500,,,0.0144,-955.8263,8.7924,0.0144,13.735,2401.8516,7.4942,,,
200000,,,0.0148,-940.1931,5.0884,0.0148,10.223,1744.7545,10.0403,,,
200000,10580.5623,1000.0,,,,,,,,,,
200000,,,,,,,,,,1000,9929.3448,90.5343
200500,,,0.0141,-950.1001,14.9037,0.0141,14.3176,1819.9293,15.0658,,,
201000,,,0.0139,-945.6595,7.7862,0.0139,11.2137,378.6399,9.5551,,,
201000,,,,,,,,,,1000,9871.1261,101.2463
201500,,,0.0153,-947.7921,8.2613,0.0153,12.8862,1550.8094,8.5592,,,
202000,,,0.0125,-941.3785,9.9696,0.0125,11.5244,1040.2892,14.3656,,,
202000,,,,,,,,,,1000,10045.7979,101.6359
202500,,,0.013,-957.5781,7.0999,0.013,12.7568,1841.9037,8.3214,,,
203000,,,0.0134,-944.8003,6.1916,0.0134,11.9247,1465.3439,8.3013,,,
203000,,,,,,,,,,1000,9958.2103,104.6448
203500,,,0.0139,-950.1523,10.2239,0.0139,16.2763,1740.3754,16.5006,,,
