env_steps,return,length,rank-3,rank-2,rank-1,cond,alm_loss,model_grad_norm,critic_loss,critic_grad_norm,actor_grad_norm,train/length,train/return,FPS
102500,,,50,50,3,77.2095,-284.9461,4.4876,4.6561,124.1312,3.0804,,,
103000,,,50,50,3,75.6538,-283.4161,8.4904,5.7543,440.0385,3.4087,,,
103000,,,,,,,,,,,,1000,4334.105,18.9905
103500,,,50,50,3,83.838,-294.5633,5.184,5.679,173.3006,2.9958,,,
104000,,,50,50,3,82.1696,-288.4042,11.1553,6.6295,254.8606,3.8432,,,
104000,,,,,,,,,,,,1000,4492.7473,21.0736
104500,,,50,50,3,79.5419,-294.2246,6.1954,5.3149,285.5891,6.6388,,,
105000,,,50,50,3,77.868,-295.3631,7.152,4.3264,161.3397,3.7381,,,
105000,4232.1915,1000.0,,,,,,,,,,,,
105000,,,,,,,,,,,,1000,4480.7413,16.0092
105500,,,50,50,3,85.4097,-303.7664,5.8487,4.8908,122.2803,2.8632,,,
106000,,,50,50,3,84.3366,-298.6506,6.394,5.3445,252.7059,5.4503,,,
106000,,,,,,,,,,,,1000,4198.1805,20.8418
106500,,,50,50,3,77.9598,-296.505,4.4258,9.9519,565.085,3.0358,,,
107000,,,50,50,3,84.0693,-312.9399,6.5341,3.8402,107.4956,4.4369,,,
107000,,,,,,,,,,,,1000,4401.7246,20.9504
107500,,,50,50,4,74.3988,-302.2593,5.2894,6.2325,233.3992,3.5319,,,
108000,,,50,50,3,74.6031,-305.8306,4.2862,4.3909,106.785,4.2267,,,
108000,,,,,,,,,,,,1000,4376.5706,20.6287
108500,,,50,50,3,83.75,-309.3601,5.1594,4.9796,298.3275,2.6525,,,
109000,,,50,50,3,83.7781,-312.6425,7.2601,4.3082,179.6736,2.7146,,,
109000,,,,,,,,,,,,1000,4266.7467,21.0659
109500,,,50,50,3,88.617,-306.582,6.2481,5.6162,125.4034,4.8545,,,
110000,,,50,50,3,83.7804,-312.7485,8.6023,5.1491,126.1762,3.4764,,,
110000,4741.0943,1000.0,,,,,,,,,,,,
110000,,,,,,,,,,,,1000,4446.0787,15.4259
110500,,,50,50,3,83.9903,-315.8322,8.2037,5.2167,131.9778,3.0397,,,
111000,,,50,50,3,84.6581,-318.42,4.7301,4.5652,212.7017,2.7613,,,
111000,,,,,,,,,,,,1000,4488.3802,21.7486
111500,,,50,50,3,90.5968,-314.5528,7.0128,6.5397,167.131,3.3279,,,
112000,,,50,50,3,83.5538,-319.7222,7.5913,5.0144,296.5677,3.3978,,,
112000,,,,,,,,,,,,1000,4544.4325,21.3724
112500,,,50,50,3,89.3474,-318.8259,8.0903,4.5422,214.7624,3.7991,,,
113000,,,50,50,3,88.8338,-325.8,5.0824,4.2304,80.5799,4.3273,,,
113000,,,,,,,,,,,,1000,4404.7538,21.3115
113500,,,50,50,3,91.9412,-333.1511,8.2097,4.5849,300.911,3.2793,,,
114000,,,50,50,3,83.5687,-332.8832,11.3898,5.9495,263.5492,3.4732,,,
114000,,,,,,,,,,,,1000,4638.6583,22.2306
114500,,,50,50,3,91.5975,-334.1746,7.1463,5.4813,158.8096,4.0727,,,
115000,,,50,50,3,93.0153,-329.9569,5.7289,6.4196,510.5401,4.2751,,,
115000,4940.6843,1000.0,,,,,,,,,,,,
115000,,,,,,,,,,,,1000,4555.7896,16.0657
115500,,,50,50,3,87.9533,-335.1266,6.0219,5.307,270.7031,4.7786,,,
116000,,,50,50,3,89.7458,-329.6069,6.4895,5.0761,106.2271,4.5591,,,
116000,,,,,,,,,,,,1000,4667.546,21.3685
116500,,,50,50,3,91.7962,-335.1703,6.8914,4.9223,267.1613,3.4852,,,
117000,,,50,50,3,86.1523,-336.9013,7.1889,13.3196,352.2732,3.4344,,,
117000,,,,,,,,,,,,1000,4506.3856,21.2442
117500,,,50,50,3,87.9993,-342.4003,6.3546,6.4619,503.6599,5.0064,,,
118000,,,50,50,3,88.0976,-339.428,6.5815,5.3574,350.0894,3.6111,,,
118000,,,,,,,,,,,,1000,4441.5689,21.7885
118500,,,50,50,3,93.8626,-350.5839,3.7995,6.3038,473.7974,3.3009,,,
119000,,,50,50,3,89.2233,-341.9813,7.1202,6.8319,268.2898,3.3612,,,
119000,,,,,,,,,,,,1000,4583.0377,21.4606
119500,,,50,50,3,96.5413,-349.2102,10.202,5.2317,246.5972,3.9348,,,
120000,,,50,50,3,88.607,-345.0351,7.9108,5.1347,224.6205,4.802,,,
120000,4857.5346,1000.0,,,,,,,,,,,,
120000,,,,,,,,,,,,1000,4621.4667,15.9935
120500,,,50,50,3,95.0487,-355.3073,5.0973,6.4679,255.6647,2.7282,,,
121000,,,50,50,3,88.1302,-363.387,5.912,4.6985,156.4486,4.6734,,,
121000,,,,,,,,,,,,1000,4642.9317,21.2495
121500,,,50,50,3,90.4105,-364.0559,8.4041,4.6594,152.3025,4.6886,,,
122000,,,50,49,3,103.3754,-360.8481,10.1583,4.6746,167.4364,3.478,,,
122000,,,,,,,,,,,,1000,4754.4633,21.386
122500,,,50,50,3,93.2591,-354.9858,4.3513,5.3179,185.5527,3.5126,,,
123000,,,50,50,3,93.5105,-358.3396,5.4982,5.1434,245.3657,4.2952,,,
123000,,,,,,,,,,,,1000,4759.2583,23.2747
123500,,,50,50,3,88.9821,-366.8213,11.2485,6.4042,329.2261,3.2798,,,
124000,,,50,50,3,93.5649,-361.5218,6.248,4.5249,130.2238,3.383,,,
124000,,,,,,,,,,,,1000,4717.1839,22.1098
124500,,,50,50,3,99.9743,-373.4504,7.7515,4.9027,195.7619,3.5308,,,
125000,,,50,50,3,92.6339,-366.9243,7.0268,6.1291,181.3246,4.3005,,,
125000,4816.3167,1000.0,,,,,,,,,,,,
125000,,,,,,,,,,,,1000,4735.9176,16.0489
125500,,,50,50,3,95.8297,-375.9801,8.591,4.1759,149.4967,3.908,,,
126000,,,50,50,3,89.6268,-371.052,8.8291,5.1374,402.2763,5.5359,,,
126000,,,,,,,,,,,,1000,4840.9094,21.7463
126500,,,50,50,3,95.275,-371.6735,6.479,4.3444,98.1679,3.3554,,,
127000,,,50,50,3,97.8405,-364.0366,10.2309,4.429,121.453,3.1938,,,
127000,,,,,,,,,,,,1000,4884.1388,22.3421
127500,,,50,50,3,93.4543,-379.1627,5.9718,5.1258,282.9333,4.2703,,,
128000,,,50,50,3,99.0812,-379.4538,11.5893,6.3336,286.0515,3.5251,,,
128000,,,,,,,,,,,,1000,4763.1769,22.1906
128500,,,50,50,3,97.5873,-382.7336,11.3378,4.74,267.7886,3.7635,,,
129000,,,50,50,3,96.3895,-380.6487,6.056,5.3986,331.4747,4.1425,,,
129000,,,,,,,,,,,,1000,4793.6441,22.0983
129500,,,50,49,3,104.3028,-382.4371,6.5127,4.3404,240.0034,3.4388,,,
130000,,,50,49,3,101.7066,-385.3589,7.2021,4.5997,240.7913,2.5206,,,
130000,4985.9372,1000.0,,,,,,,,,,,,
130000,,,,,,,,,,,,1000,4808.6158,16.7052
130500,,,50,49,3,103.2011,-395.9811,5.5968,4.3482,173.4171,3.2818,,,
131000,,,50,47,3,104.8731,-393.0127,7.9047,4.9705,435.1286,2.7415,,,
131000,,,,,,,,,,,,1000,4902.161,22.0245
131500,,,50,50,3,94.7854,-400.1621,9.5039,16.3117,505.0479,3.945,,,
132000,,,50,50,3,94.7603,-395.4696,5.9828,5.4789,289.1399,3.8703,,,
132000,,,,,,,,,,,,1000,4819.2122,21.8321
132500,,,50,50,3,99.4775,-401.0766,8.1903,4.9216,252.9574,4.2527,,,
133000,,,50,49,3,102.823,-396.3719,9.842,4.3906,135.2253,4.0334,,,
133000,,,,,,,,,,,,1000,4909.4698,22.6662
133500,,,50,50,3,93.8354,-402.8589,8.5542,4.2601,347.1353,4.9871,,,
134000,,,50,50,3,99.8669,-402.5505,8.626,4.3471,253.7262,3.1278,,,
134000,,,,,,,,,,,,1000,4892.4095,21.7501
134500,,,50,50,3,98.1053,-395.1175,10.0841,3.9637,153.8162,3.9699,,,
135000,,,50,50,3,99.832,-399.8587,8.051,6.6628,450.784,3.3624,,,
135000,5064.9253,1000.0,,,,,,,,,,,,
135000,,,,,,,,,,,,1000,4804.1421,16.6144
135500,,,50,49,3,105.0273,-409.7702,8.1683,4.8139,318.9912,5.3556,,,
136000,,,50,49,3,100.649,-418.1119,6.7803,4.9004,241.4673,3.2491,,,
136000,,,,,,,,,,,,1000,4753.0619,21.7463
136500,,,50,50,3,99.4625,-412.8701,7.3656,4.9242,154.0757,5.0632,,,
137000,,,50,50,3,97.4668,-413.5527,15.5986,6.0286,506.9291,6.0585,,,
137000,,,,,,,,,,,,1000,4986.5744,21.4427
137500,,,50,50,3,97.9527,-415.7575,5.4443,5.8877,295.2108,4.6007,,,
138000,,,50,50,3,96.6342,-418.1364,18.6085,4.0321,223.2957,3.5197,,,
138000,,,,,,,,,,,,1000,4896.9202,22.0904
138500,,,50,49,3,104.5953,-420.9072,8.3741,4.9497,371.4182,4.7039,,,
139000,,,50,49,3,101.9704,-424.626,9.123,4.3492,219.3147,4.844,,,
139000,,,,,,,,,,,,1000,4929.6424,22.3465
139500,,,50,48,3,104.3806,-435.1291,6.3031,4.9469,288.0265,4.21,,,
140000,,,50,50,3,98.9525,-428.0474,17.0227,5.2166,272.6545,3.8702,,,
140000,5414.2584,1000.0,,,,,,,,,,,,
140000,,,,,,,,,,,,1000,4971.0276,16.7174
140500,,,50,49,3,100.2856,-425.6266,9.3252,6.5523,358.6526,6.1821,,,
141000,,,50,48,3,102.5915,-432.7784,4.66,9.3902,449.5076,4.5985,,,
141000,,,,,,,,,,,,1000,4932.7826,21.8532
141500,,,50,48,3,103.207,-437.7139,16.0224,6.7459,221.0254,3.7831,,,
142000,,,50,50,3,99.3042,-436.5457,7.1667,4.0463,336.5001,2.7569,,,
142000,,,,,,,,,,,,1000,5017.1312,22.4101
142500,,,50,48,3,105.5044,-439.8661,4.7889,4.4884,98.001,5.3283,,,
143000,,,50,49,3,101.9462,-436.7653,7.1363,5.1027,130.4284,6.4326,,,
143000,,,,,,,,,,,,1000,4964.2569,22.4845
143500,,,50,49,3,100.3437,-439.3831,4.4345,4.9519,158.7059,5.0783,,,
144000,,,50,49,3,105.4954,-438.7676,10.0995,4.2431,128.2037,9.7736,,,
144000,,,,,,,,,,,,1000,4946.5731,22.1068
144500,,,50,50,3,99.6564,-449.4865,6.2298,5.6187,205.7834,3.5915,,,
145000,,,50,50,3,98.5461,-446.1879,6.6676,4.6518,182.3904,4.5723,,,
145000,5342.0319,1000.0,,,,,,,,,,,,
145000,,,,,,,,,,,,1000,5028.9999,16.8937
145500,,,50,49,3,101.514,-443.3623,8.3848,5.0065,242.0438,3.0678,,,
146000,,,50,49,3,106.9684,-453.4329,12.8915,4.3081,235.7943,4.5567,,,
146000,,,,,,,,,,,,1000,5197.7823,22.6793
146500,,,50,49,3,103.7535,-452.1166,5.7098,4.4278,385.7095,3.4758,,,
147000,,,50,49,3,102.2289,-457.2217,8.7334,3.8474,128.3822,3.3023,,,
147000,,,,,,,,,,,,1000,5192.5939,22.3196
147500,,,50,49,3,103.6343,-458.6211,5.2069,6.2361,237.125,7.1484,,,
148000,,,50,49,3,100.8501,-453.8732,7.7799,5.4593,122.6038,5.677,,,
148000,,,,,,,,,,,,1000,5283.3949,22.729
148500,,,50,48,3,109.5877,-462.986,27.6062,4.7923,90.1668,4.9591,,,
149000,,,50,49,3,103.7306,-460.5003,12.1407,4.8502,388.2278,5.0078,,,
149000,,,,,,,,,,,,1000,5124.5767,22.7205
149500,,,50,47,3,108.6849,-466.6627,7.7426,4.6235,85.1025,4.9629,,,
150000,,,50,48,3,100.9032,-464.0551,14.8478,4.7149,196.1131,3.7204,,,
150000,5274.0796,1000.0,,,,,,,,,,,,
150000,,,,,,,,,,,,1000,5072.5208,16.7985
150500,,,50,49,3,103.2568,-468.3765,7.2861,4.1383,126.431,11.0878,,,
151000,,,50,49,3,107.394,-469.8647,5.6881,4.2519,302.9992,3.42,,,
151000,,,,,,,,,,,,1000,5054.5987,23.3389
151500,,,50,50,3,97.8609,-465.9531,8.6761,4.3784,67.1245,4.3928,,,
152000,,,50,48,3,104.0316,-470.035,12.6472,3.9936,117.3327,8.6689,,,
152000,,,,,,,,,,,,1000,5110.6438,22.4271
152500,,,50,47,3,110.0594,-474.0452,8.6086,5.203,171.2553,6.1593,,,
153000,,,50,47,3,106.082,-478.0031,8.7955,4.8274,217.4014,6.4301,,,
153000,,,,,,,,,,,,1000,5283.0499,22.0617
153500,,,50,47,3,108.5719,-476.0063,8.5124,3.6917,141.0858,8.6632,,,
154000,,,50,47,3,107.0002,-480.2165,8.3317,3.8389,96.8739,8.7351,,,
154000,,,,,,,,,,,,1000,5301.5021,22.2797
154500,,,50,48,3,107.6379,-474.7896,9.6757,4.6398,273.563,6.5202,,,
155000,,,50,46,3,117.1967,-476.8968,9.1301,5.2853,436.6156,5.511,,,
155000,5477.0062,1000.0,,,,,,,,,,,,
155000,,,,,,,,,,,,1000,5037.8387,16.3063
155500,,,50,48,3,109.3169,-476.9362,9.2447,5.6622,320.5952,14.8407,,,
156000,,,50,45,3,119.199,-482.7885,9.8533,4.0981,81.3134,4.8249,,,
156000,,,,,,,,,,,,1000,5266.654,21.9391
156500,,,50,47,3,107.4592,-475.1774,8.0948,5.0307,299.7986,7.0095,,,
157000,,,50,48,3,107.1133,-484.1688,9.3288,4.4351,129.877,4.2797,,,
157000,,,,,,,,,,,,1000,5404.2386,20.7229
157500,,,50,46,3,110.6053,-483.477,6.7309,5.8705,165.3232,2.9593,,,
158000,,,50,45,3,113.2436,-488.4833,5.3964,4.8117,234.1603,4.7778,,,
158000,,,,,,,,,,,,1000,5546.9344,21.0129
158500,,,50,47,3,110.1294,-491.9605,6.5744,5.314,303.4935,5.0472,,,
159000,,,50,47,3,114.7169,-491.2459,9.1733,5.5196,349.1408,3.9284,,,
159000,,,,,,,,,,,,1000,5200.7006,21.1923
159500,,,50,46,3,111.7764,-493.3849,7.7294,4.6953,96.8998,5.089,,,
160000,,,50,47,3,116.8274,-490.295,6.3774,4.1737,272.3602,5.2465,,,
160000,5816.2637,1000.0,,,,,,,,,,,,
160000,,,,,,,,,,,,1000,5251.1571,15.5583
160500,,,50,47,3,106.9912,-493.0048,8.2014,5.2305,325.5681,4.8284,,,
161000,,,50,47,3,109.7464,-494.5556,7.5172,4.6129,158.5189,9.9962,,,
161000,,,,,,,,,,,,1000,5415.3239,21.4298
161500,,,50,44,3,119.7478,-494.4731,16.9796,8.0104,216.8424,4.3235,,,
162000,,,50,45,3,118.2586,-494.7653,20.8151,5.056,180.0907,4.3132,,,
162000,,,,,,,,,,,,1000,5206.2914,21.8027
162500,,,50,42,3,128.1881,-500.0031,13.5942,5.826,240.8582,8.3186,,,
163000,,,50,42,3,124.6515,-502.5053,5.9764,4.7022,144.6851,5.0482,,,
163000,,,,,,,,,,,,1000,5250.8913,21.541
163500,,,50,42,3,129.6533,-504.9864,11.7348,6.0872,223.5229,2.8328,,,
164000,,,50,39,3,136.3825,-503.8348,10.4804,4.9861,254.7033,5.7772,,,
164000,,,,,,,,,,,,1000,5397.2728,20.8018
164500,,,50,43,3,126.8865,-505.0859,9.9901,5.2634,340.8963,5.6819,,,
165000,,,50,37,3,149.1172,-506.5285,10.9309,5.3727,147.3442,7.3133,,,
165000,5680.8316,1000.0,,,,,,,,,,,,
165000,,,,,,,,,,,,1000,5214.8471,15.9421
165500,,,50,33,2,151.0752,-510.2286,7.3978,6.8579,904.5999,9.985,,,
166000,,,50,34,2,153.7601,-509.5638,30.6362,6.031,255.8799,10.0044,,,
166000,,,,,,,,,,,,1000,5433.2797,21.3912
166500,,,50,37,2,140.8751,-509.8988,6.6466,6.7677,306.9641,6.4628,,,
167000,,,50,36,3,136.3164,-511.8951,10.9324,5.6078,266.5072,8.4031,,,
167000,,,,,,,,,,,,1000,5522.4849,21.4224
167500,,,50,37,3,138.1985,-513.4954,11.3103,5.0906,406.827,6.479,,,
168000,,,50,32,2,158.7468,-513.172,11.7969,5.7709,147.8214,6.5825,,,
168000,,,,,,,,,,,,1000,5368.4639,22.1656
168500,,,50,38,3,135.1565,-514.6641,24.5308,4.8572,190.124,5.2717,,,
169000,,,50,37,3,145.1691,-515.4138,6.7351,5.0109,354.9997,5.1973,,,
169000,,,,,,,,,,,,1000,5248.0808,20.9715
169500,,,50,37,3,148.5057,-517.7559,8.7524,5.8234,315.2254,8.8471,,,
170000,,,50,36,3,141.0298,-516.1031,5.4004,6.1863,369.2913,8.4176,,,
170000,5722.715,1000.0,,,,,,,,,,,,
170000,,,,,,,,,,,,1000,5399.5936,16.0893
170500,,,50,34,2,159.9437,-518.1611,16.5175,5.1284,192.4892,4.9719,,,
171000,,,50,34,3,155.7652,-519.1293,6.4952,5.502,509.3535,4.7032,,,
171000,,,,,,,,,,,,1000,5626.4008,22.3831
171500,,,50,39,3,130.1943,-521.0049,7.2037,5.1211,294.0889,6.5789,,,
172000,,,50,35,3,142.1713,-522.5748,13.1526,5.5231,154.2155,8.6348,,,
172000,,,,,,,,,,,,1000,5265.768,21.2922
172500,,,50,36,3,150.0431,-520.9223,4.8608,7.0059,261.8207,5.4959,,,
173000,,,50,37,3,140.9631,-524.9116,7.0783,6.6237,383.5718,4.8615,,,
173000,,,,,,,,,,,,1000,5313.1735,22.564
173500,,,50,34,2,150.7484,-524.0287,8.3434,6.157,314.6816,9.138,,,
174000,,,50,35,2,144.7478,-526.7115,9.121,5.7026,183.3965,12.4293,,,
174000,,,,,,,,,,,,1000,5515.5165,21.2522
174500,,,50,40,3,127.6618,-529.5923,8.8581,4.2598,229.3981,5.5049,,,
175000,,,50,42,3,124.3264,-529.0736,8.4544,6.7868,243.84,6.4679,,,
175000,5299.9472,1000.0,,,,,,,,,,,,
175000,,,,,,,,,,,,1000,5571.6313,16.0812
175500,,,50,33,2,155.1671,-528.9199,15.5364,5.2935,135.4001,5.436,,,
176000,,,50,35,3,148.9555,-530.2545,7.5027,6.0474,354.8101,9.9284,,,
176000,,,,,,,,,,,,1000,5439.2771,21.7862
176500,,,50,34,2,150.5948,-531.6577,35.6468,5.2668,249.517,7.5974,,,
177000,,,50,35,2,150.7193,-531.1464,36.7926,5.7913,89.0189,9.5408,,,
177000,,,,,,,,,,,,1000,5682.1899,21.6313
177500,,,50,32,2,152.4972,-532.1251,7.6846,6.0364,133.1737,10.8819,,,
178000,,,50,32,2,155.8371,-534.6854,6.6938,4.978,144.459,13.2659,,,
178000,,,,,,,,,,,,1000,5468.0342,21.4618
178500,,,50,29,2,172.9999,-535.3553,7.99,6.4829,220.5454,5.5753,,,
179000,,,50,33,2,149.661,-537.4627,9.4896,5.4311,436.2582,15.0919,,,
179000,,,,,,,,,,,,1000,5702.5031,21.1093
179500,,,50,34,3,158.1648,-535.6431,10.0173,6.4208,160.8825,6.0567,,,
180000,,,50,32,2,161.1897,-537.358,5.7823,4.7721,181.0851,13.9516,,,
180000,5351.1511,1000.0,,,,,,,,,,,,
180000,,,,,,,,,,,,1000,5777.6795,15.6039
180500,,,50,34,2,152.6229,-540.0888,10.9132,5.0707,260.3681,3.8483,,,
181000,,,50,38,3,142.5427,-540.511,10.5905,5.3476,157.6238,6.9774,,,
181000,,,,,,,,,,,,1000,5876.7139,21.1453
181500,,,50,41,3,128.035,-540.0679,10.6132,4.4496,152.8463,5.9249,,,
182000,,,50,36,3,145.12,-539.4907,8.6885,6.2884,95.3111,5.5318,,,
182000,,,,,,,,,,,,1000,5257.0599,21.2687
182500,,,50,36,3,143.4344,-543.8865,10.9428,6.9481,353.9217,11.1231,,,
183000,,,50,36,2,146.2302,-543.9624,24.8936,5.5541,216.8114,8.1318,,,
183000,,,,,,,,,,,,1000,5846.8661,22.3127
183500,,,50,39,3,131.8566,-543.2409,10.6523,6.5209,480.3626,5.1104,,,
184000,,,50,40,3,125.7001,-538.3728,6.251,4.8266,158.1572,7.0718,,,
184000,,,,,,,,,,,,1000,148.001,21.0749
184500,,,50,36,3,149.4539,-537.277,5.3938,7.8746,325.9183,9.6552,,,
185000,,,50,38,3,130.0137,-545.2456,8.5038,5.6557,298.2474,13.5909,,,
185000,5909.6572,1000.0,,,,,,,,,,,,
185000,,,,,,,,,,,,1000,5409.8377,16.1665
185500,,,50,45,3,118.9704,-544.4059,8.3611,5.2824,195.2568,18.3862,,,
186000,,,50,41,3,129.3178,-543.7425,15.2283,6.6655,305.9469,4.0051,,,
186000,,,,,,,,,,,,1000,5500.5408,21.5397
186500,,,50,42,3,125.3845,-542.481,11.5586,5.9572,114.0188,6.8963,,,
187000,,,50,40,3,132.8979,-544.7498,9.3637,6.7115,229.8099,6.7463,,,
187000,,,,,,,,,,,,1000,5392.866,22.8613
187500,,,50,41,3,129.1864,-547.02,8.3893,6.0921,144.5568,6.9895,,,
188000,,,50,40,3,137.2549,-547.6429,6.8065,6.1719,160.8098,13.7314,,,
188000,,,,,,,,,,,,1000,5481.8019,21.7499
188500,,,50,37,3,146.1743,-549.523,11.7248,6.6644,487.6881,13.1725,,,
189000,,,50,37,3,149.039,-548.172,7.3282,6.4023,654.9404,6.983,,,
189000,,,,,,,,,,,,1000,5566.0635,21.1855
189500,,,50,35,3,146.491,-550.6907,10.5267,5.6816,234.2021,8.677,,,
190000,,,50,36,3,146.8948,-550.1987,7.9335,4.6858,228.98,8.1116,,,
190000,6152.1817,1000.0,,,,,,,,,,,,
190000,,,,,,,,,,,,1000,5813.2158,16.1016
190500,,,50,34,2,154.8443,-555.4598,9.6964,6.3857,377.5674,5.4224,,,
191000,,,50,32,2,167.1601,-551.5986,8.7255,5.5244,153.7744,10.0335,,,
191000,,,,,,,,,,,,1000,5686.8897,21.3818
191500,,,50,32,2,167.1832,-555.6895,6.505,6.4474,256.8886,8.684,,,
192000,,,50,33,3,152.9326,-554.2847,10.4668,6.8443,119.4425,6.2448,,,
192000,,,,,,,,,,,,1000,5645.586,21.9211
192500,,,50,36,3,153.1301,-557.1564,4.2832,6.0925,76.9183,4.8725,,,
193000,,,50,35,3,154.9151,-554.4386,25.8176,5.823,182.2251,6.4263,,,
193000,,,,,,,,,,,,1000,5618.1222,21.964
193500,,,50,37,3,146.8092,-559.8885,26.3593,4.9947,161.4549,7.5369,,,
194000,,,50,27,2,180.2059,-554.4833,10.9388,5.0853,281.5468,6.4633,,,
194000,,,,,,,,,,,,1000,5764.4423,21.0035
194500,,,50,30,2,173.2919,-558.3848,13.1542,5.8539,124.6959,10.1427,,,
195000,,,50,28,2,187.7098,-557.7547,5.8652,5.4907,333.018,10.1064,,,
195000,6130.7426,1000.0,,,,,,,,,,,,
195000,,,,,,,,,,,,1000,5692.3186,15.9381
195500,,,50,32,2,175.7641,-562.071,9.371,7.2562,567.2782,9.6056,,,
196000,,,50,33,3,160.2156,-558.6959,6.198,5.7553,525.6901,4.7339,,,
196000,,,,,,,,,,,,1000,5700.0822,22.6973
196500,,,50,31,2,171.911,-559.7599,4.8386,7.5697,595.7719,3.3816,,,
197000,,,50,30,2,162.1539,-565.7001,8.6467,6.1753,446.656,6.1008,,,
197000,,,,,,,,,,,,1000,5782.414,22.5307
197500,,,50,31,2,162.6139,-559.4969,4.9539,6.4437,386.1755,13.2012,,,
198000,,,50,28,2,183.7532,-559.0822,11.2975,8.2921,418.2486,6.7993,,,
198000,,,,,,,,,,,,1000,552.2313,21.7059
198500,,,50,27,2,189.4382,-561.5181,5.3932,6.4659,628.5208,4.3743,,,
199000,,,50,27,2,189.9763,-562.3079,4.4232,7.0739,347.245,6.6624,,,
199000,,,,,,,,,,,,1000,5591.0119,21.2094
199500,,,50,26,2,191.0903,-559.5186,11.0305,9.4939,673.595,11.7345,,,
200000,,,50,25,2,197.3404,-563.6216,6.8669,6.0182,289.366,6.8869,,,
200000,5983.1209,1000.0,,,,,,,,,,,,
200000,,,,,,,,,,,,1000,5894.0178,15.9827
200500,,,50,27,2,199.2724,-564.0868,6.5256,50.5321,670.0404,15.4311,,,
201000,,,50,25,2,201.7268,-563.8086,17.5715,7.0728,265.5199,8.4472,,,
201000,,,,,,,,,,,,1000,5836.0761,22.0805
